title,pos_text,neg_text,ratingValue,bestRating,hotel
Документи оформляються в іншому готелі.,Nan,Документи оформляються в іншому готелі.  Це незручно.,8.3,10.0,mironhotel.uk.html
"Сподобалось, гарне мiсце, приватний персонал.","Сподобалось, гарне мiсце, приватний персонал . Зручне лiжко, прибрано i затишно! Гарна цiна - вiдповiдає якостi!",Nan,10.0,10.0,mironhotel.uk.html
Було дуже холодно.,Nan,Було дуже холодно. Рахунок потрібно брати в іншому готелі.,4.6,10.0,mironhotel.uk.html
В цілому сподівання виправдалися.,"Сніданки відсутні, умови проживання - комфортні.",Чути гамір сусідів,8.3,10.0,mironhotel.uk.html
Чистота та порядність,Чистота та порядність,Nan,9.6,10.0,mironhotel.uk.html
"Незважаючи на зручність розташування, навряд чи буду тут зупинятися, чи радити цей готель.",Відмінне та дуже зручне розташування. Тихий номер. Чудова панорама з вікна.,"Брудна, неосвітлені, забита, крихітна парковка для гостей . У чотиризірковому готелі в номері відсутні капці . Доступна розетка одна і знаходиться далеко під столом . Пульт від телевізора працює виключно тоді, коле хоче сам . В номері до мене палили . Сніданок нагадав Новіцькі часи у заштатному концтаборі на кінці десятих минулого сторіччя . Шість ложок рідкої вівсяної каші, два сирник розміром в гривневу монету, два шматочки шинки, нарізаних певно за допомогою лазеру, бо я не уявляю, як можна не в лабораторних умовах досягти такої напівпрозорою . Шматочок дивного вершкового масла, яке не казалось на хліб, розміром з поштову марку, хоча й дещо товщий . Три Бєлєнький, дивного вигляду та запаху, смакувати не наважився . Кава з молоком, яку я був змушений відставити на інший край стола, бо вона просто смерділа чимось на кшталт ячмінного напою "" Колос "", який до того дуже довго зберігався відкритим у сирому та провітрюваному приміщенні . Я був вкрай здивований таким сніданком, та обурений відсутністю вибору . найкращій початок робочого дня . І вкрай неприємне - мова привітання в українському готелі не має бути російською, хоча в подальшому на рецепції й перейшли на українську . Тим більше - мова спілкування з гостем, який розмовляє українською в українському готелі українського міста . В ресторані під час сніданку просто зробили вигляд, що не розуміють.",5.8,10.0,mir.uk.html
Дуже добре для сімейного відпочинку на декілька днів!,"Дуже вдале розташування біля метро Ботанічний сад, поряд є супермаркет і добра піцерія 24 години . Верхня станція канатки теж близько . Ми приїхали прямісінько до парку Горького! Оновлений ремонт . Сніданок хоч і не шведський стіл, але ситний та якісний . Були з малою дитиною, але їй окремого сніданку не дали . Мама поділилась з дитиною . Поганий прийом каналів на ТВ . Загалом дуже задоволені готелем.",Nan,7.5,10.0,mir.uk.html
"Персонал допомагає у всьому, привітний.","Персонал допомагає у всьому, привітний.","Середній готель, потребує вже ремонту, або хоча б оновлення . однотипні харчування це погано.",7.5,10.0,mir.uk.html
Несмачно,Несмачно,"Сервіс, якість приготування їжі",7.1,10.0,mir.uk.html
"Нема вивіски готель Мир, а не Мір?!",Nan,"Нема вивіски готель Мир, а не Мір?! З вул. Науки ні днем ні вночі не видно, що це готель Мир?!",9.6,10.0,mir.uk.html
сніданок простий,Nan,сніданок простий,8.3,10.0,mir.uk.html
В коридорі і кімнаті чути запах цигарок.,Nan,В коридорі і кімнаті чути запах цигарок.,9.2,10.0,mir.uk.html
не заслуговує на 4-ри зірки.,Персонал привітний та ввічливий.,"Інтер "" р, WI - FI, та занадто мала ванна кімната.",5.4,10.0,mir.uk.html
"В цілому, враження позитивні","Близьке розташування до центральної частини міста та місцевого транспорту . Чисто та охайно у самому номері, окремий сан вузол та душова, великий екран з проектором . ввічливий господар . Вночі тихо) )","Будівля розташована в промисловій зоні, тому про тишу і спокій вранці та вдень можна забути . На подвір'ї перед будівлею пісок і постійних рух вантажних та легкових авто до / від складів здіймає куряву . запаковані на подвір'ї авто було зранку вкрите шаром піску) ) дуже шумний загальний сан вузол на коридорі.",7.5,10.0,small-room-with-big-cinema.uk.html
середнячком,"Гарна локація
Закрита парковка","Номер не зовсім чистий та комфортний Ванна кімната / туалет просто відділений гіпсокартон стінкою від спальні, шумоізоляція погана Персонал виключно російськомовний",6.3,10.0,business-hotel.uk.html
Гарний готельний,"Спокійно і зручно . Є праска, гладила дошка, добротний фен . Персонал довірливий і чемний","Я забула, що на візитці мені написали номер телефону охорони, тому коли пізно вночі двері зачинили, довелося довго чекати. Але це наша вина.)",10.0,10.0,business-hotel.uk.html
номер для ділової поїздки,"Помешкання відповідало очікуванням . Комфортно . Є зручне місце для розігріву перекусу якщо ви сім'єю . Звичайно це не класичний готель чи апартаменти, але для зупинки на 1 ніч достатньо.","По-перше вода в умивальнику лише холодна. У цьому номері , за інші не скажу, була проблема з гарячою водою у душі. Пізно вночі з'явилася. Зранку знову не було.",8.3,10.0,business-hotel.uk.html
"В номері чисто, стильно, охайно, сучасно.","В номері чисто, стильно, охайно, сучасно. Персонал привітний. Є все необхідне для комфорту",Nan,9.6,10.0,business-hotel.uk.html
Відношення ,Відношення,Такого не має,10.0,10.0,business-hotel.uk.html
"Великий номер, було все, що необхідно)","Великий номер, було все, що необхідно)",Nan,9.6,10.0,business-hotel.uk.html
Затишне місце для роботи й відпочинку,Стильно . Чисто . Є маленька Бухонська з посудом,Нема такого,10.0,10.0,business-hotel.uk.html
"Готель зручний для тих, хто подорожує у справах.","Готель зручний для тих, хто подорожує у справах. В номері є все необхідне. Чисто та комфортно.",Не має сніданків,9.2,10.0,business-hotel.uk.html
Дуже приємні враження за адекватні гроші,"Чистота, комфортне ліжко, наявність кухонного куточка, доброзичливі співробітники.","Тепло підтримується обігрівачем, то ж засух повітря.",10.0,10.0,business-hotel.uk.html
"Чисто, затишно, приема господиня.","Чисто, затишно, приема господиня . інтер'єр сподобався . Тихо, дуже (але я думаю мені пощастило, через дощ, бо за вікном місце для дискотек )","Готель захований в бізнес центрі, важко знайти . Персоналу як такого немає, власниця заселила і пішла, ну ок . Сніданок: пакетик вівсянки швидкого приготування, печиво балетне (4 шт), джем, пакетики з Чатем, літр води.",7.1,10.0,business-hotel.uk.html
Весь комплекс- чудовий!,Весь комплекс- чудовий!,Проблеми з водою.,7.5,10.0,business-hotel.uk.html
Гарне розташування.,Гарне розташування. Абсолютна чистота у номері. Чудові умови.,Nan,10.0,10.0,business-hotel.uk.html
"Готель шикарний у плані інтер'єру та розташування,...","Готель шикарний у плані інтер'єру та розташування, ідеально підходить для весільної фотосесії. Номер чистий і виглядає просторо за рахунок високих стель. Уважний персонал, дуже ситні сніданки з хорошим вибором.",Nan,9.2,10.0,hotel19.uk.html
"Хороший готель. Думаю, що ідеальний для романтичних подорожей =)","Турбота співробітників. Вони подзвонили та поінформували, що номер готовий та в нього можна заїхати за кілька годин до звичного часу.","Вид з вікна . Вікна виходили на вікна якогось закладу харчування . Це означало, що вікна в мою кімнату мали бути зашорені, інакше виникало враження, що всі ці люди зі мною в кімнаті.",8.8,10.0,hotel19.uk.html
"Абсолютно чарівне оформлення кімнат, прекрасне розташування...","Абсолютно чарівне оформлення кімнат, прекрасне розташування та найкращі сніданки, які доводилось куштувати, в 'Італійській редакції'; дуже приємний та готовий допомогти персонал.","Можливо, варто оновити техніку - у першу ніч дошкуляв гул холодильника, але в наступні ночі я вже звикла до нього:)",10.0,10.0,hotel19.uk.html
Прекрасне розташування.,"Прекрасне розташування.Привітний персонал.Одномісні номери маленькі,але комфортні,є все що потрібно.Окремої уваги заслуговують сніданки — просто ідеальний початок дня)",Nan,9.2,10.0,hotel19.uk.html
"Ідеальний готель, ідеальний сніданок зробили прекрасний...","Ідеальний готель, ідеальний сніданок зробили прекрасний візит до Харкова)",Nan,10.0,10.0,hotel19.uk.html
Готель відверто відповідає свому статусу.,"Готель відверто відповідає свому статусу. Взагалі все дуже чарівно! Привітний та професійний персонал і готелю, і ресторану.  Дякуємо за приємний уікенд!",Nan,10.0,10.0,hotel19.uk.html
Затишно.,затишно . Центр міста . Якісна Сатанова білизна . добротне ліжко . ввічливий персонал.,"Періодично не працює Wi-Fi. ""Рускій мір"" (уся інформація для російськомовного гостя)... Надто гламурний стиль оздоблення й меблів.",8.8,10.0,hotel19.uk.html
Everything was class=--the interior looks like everything ...,Everything was class=--the interior looks like everything was there for a few ages but still looks Gorgeous . The stuff is very friendly and Help us to Resolve several questions like we Haven't even have it . Highly comment this hotel to everyone.,There was Absolutely nothing that was wrong,10.0,10.0,hotel19.uk.html
"розташування готелю, облаштування номеру, ставлення персоналу","розташування готелю, облаштування номеру, ставлення персоналу","сніданок по меню, відсутність входу в ресторан з готелю, відсутність виду з вікон",9.2,10.0,hotel19.uk.html
Смачні сніданки!,"Смачні сніданки! Зручне розташування, охайні та затишні кімнати.",Nan,9.6,10.0,hotel19.uk.html
"Чудовий інтер'єр, неймовірно смачна кухня, професійний...","Чудовий інтер'єр, неймовірно смачна кухня, професійний персонал, місце куди хочеться повертатись",Nan,10.0,10.0,hotel19.uk.html
"гарне розташування, привітний персонал","гарне розташування, привітний персонал","сніданок - дуже повільне обслуговування, при нас приміщення ще прибирали та готували для відвідувачів",9.2,10.0,hotel19.uk.html
Сніданки з 9 години.,Nan,"сніданки з 9 години . Це дуже запізно . В перший день на моє прохання сніданок мені подали англійський о 8.45 (арені яйця з беконом переселені), хоча домовлялись на 8.30 . На другий день 7.30 сухий пайок . Не зрозуміло що значить "" включені сніданки "", В перший день не було гарячої води, Фен в номері дуже погано працював, волосся таким феном висушити неможливо, тим більше зробити зачіску.",7.1,10.0,nadia.uk.html
Моя загальна оцінка 8/10 балів. Рекомендую.,Неймовірно зручне розташування - 3 хв до метро та стадіону (до уваги вболівальників). Адекватна ціна . Стильний та зручний інтер'єр . Велика спальня та ванна кімната . Наявність великої ванни . Ввічливий та привітний персонал . охайність та чистота всього готелю . Фото номеру відповідає дійсності і перевершує очікування сам номер.,"Сніданок розчарував, оскільки, враховуючи сервіс, ціну, інтер'єр кімнати та зручності, очікував шведський стіл . Натомість отримав 1 із 4 варіантів обрати, накшталт яєшня із чаєм чи пластівці із чаєм . Загалом моя оцінка сніданку 3 / 10 балів . Сніданок - для готелю такого формату повинен бути шведський стіл . Тендітний ключ від номеру, який, через високу ціну при несправності, треба залишати на ресепшені - стандартна практика це магнітний ключ, який гість носить із собою . Брак відкритої інформації, а тільки вербальні дані на ресепшені, щодо ціни, графіку роботи додаткових послуг: сауна, басейн, тренажерний зал і тд . Через інформації та часу нічим не скористався.",9.6,10.0,nadia.uk.html
"Не сподобалось те, що сніданок аж о 9 годині, і персонал не...",Nan,"Не сподобалось те, що сніданок аж о 9 годині, і персонал не пішов на зустріч у проханні кормити гостя . Сніданок оплачений, а з "" їсти його не можна ((",8.8,10.0,nadia.uk.html
удобно расположение.,удобно расположение . Чисто . Сметливый персонал.,"Интерьер "" на любителя "" . їдкий запах пластика в номер, возможно от номинации гарячих батарей и новых Толоконникова прямо над ними . поздней завтрак с 9 : 00 (но есть компенсации в виде сухпайки с Чатем).",6.7,10.0,nadia.uk.html
готель,готель,"персонал не може списати кошти з картки, гостя ледве не виселили через те, що не було змоги оплатили кешем",8.8,10.0,nadia.uk.html
Розміщення ,Розміщення Номери Персонал Територія,"Сніданок з 9-00, не дуже зручно, хотілось би з 8-00",8.8,10.0,nadia.uk.html
"Запах плісняви у ванній кімнаті, поламаний злив в умивальнику",Nan,"Запах плісняви у ванній кімнаті, поламаний злив в умивальнику",7.1,10.0,nadia.uk.html
Що сніданок з 9.,Nan,Що сніданок з 9.00,5.4,10.0,nadia.uk.html
"Сніданки починаються лише з 9 години, але  можна було...",Nan,"Сніданки починаються лише з 9 години, але  можна було замовити ланч бокс в номер.",9.2,10.0,nadia.uk.html
"Дуже гарно,чисто,затишно.","Дуже гарно,чисто,затишно.Багато зелені.Все продумано. Дуже смачна кухня.","Персонал дуже важко володіє українською мовою . Все потрібно повторювати по 3-4 рази . Сніданок описаний в буклеті з 8.00 О 8.45 в ресторані нікого немає . На ресепшені нікого немає . Один охоронець який нічого не знає . посилити в готель не може, інформацією про резервацію не володіє . Машини миються перед центральним входом в готель . Супутникове телебачення є але воно не працює . Якщо абстрагуватись і не звертати на це уваги то в цілому добре",8.8,10.0,nadia.uk.html
"1. Чистий номер, новенька білизна, нова сантехніка.","1 . Чистий номер, новенька білизна, нова сантехніка . 2 . Чудове розташування . 3 . Увечорі на вулиці тихо! 4 . Чудові картини і статуї . В номері - сейф та маленький холодильник . 5 . Гаряча вода є та кондиціонер працює . 6 . Парковка . 7 . Можна платити карткою.","1 . недешево . Стандартний номер коштує 950 грн . 2 . При цьому сніданок з яєшні або бутербродів - окремо 200 грн . 3 . Хочеш душ з дороги? В номері жодного рушника! Але можна замовити набір за 100 грн . Халат 60 грн, капці ще 20 . 4 . Але помитися не вийде! Ані мила, ані Геля для душу . Парфений набор - ще 100 грн.",6.7,10.0,mandarin-clubhouse-kharkiv-kharkiv.uk.html
Новий сучасний готель!,"Новий сучасний готель! Чисто і затишно, гарний сервіс)
Можу впевнено рекомендувати!
П.С. Чудовий оглядовий майданчик на даху!",Nan,10.0,10.0,mandarin-clubhouse-kharkiv-kharkiv.uk.html
Їжу готували на зручний нам час,Їжу готували на зручний нам час,Nan,8.3,10.0,yar.uk.html
"Привітний персонал, чистота в номері","Привітний персонал, чистота в номері",Nan,10.0,10.0,yar.uk.html
Чиста постіль і білі рушники.,"Чиста постіль і білі рушники. Готель знаходиться далеко, але нам було зручно до потрібного місця Але більше не зупинюся в готелі","Жахливий запах в кімнаті. Дивні сусіди, дуже голосні і дуже не тверезі. Можливо нам просто не пощастило.",6.7,10.0,meduza.uk.html
"Крайній готель в індустріальному районі, цілодобовий магазин...","Крайній готель в індустріальному районі, цілодобовий магазин і басейн на території. Привітний персонал, не далеко від метро (5-7 хв). Не дорого.",Дещо слабка звукоізоляція.,8.3,10.0,meduza.uk.html
"Якщо у вас безвихідь, не має де більше зупинитися.",До метро 7 хв пішки,"Пошарпані меблі та стіни, брудно, слабка звукоізоляція. Коли вмикаєш витяжку тхне цигарками. Після 20.00  вмикається чи то генератор чи витяжка до 23.00 такий гул що болить голова.",5.4,10.0,meduza.uk.html
"Неподалік від метро
",Неподалік від метро Було доволі тихо Всі фото відповідають дійсності,"Нам трохи пощастило в єдиному, зранку кави ніде було випити . Поруч були кафе, і все владналося",7.9,10.0,meduza.uk.html
В цілому нормально,В цілому нормально,"Поряд з готелем працює якись завод, який почав гуркотіли після опівночі, добре, що не до ранку . Нема тапочки в номері, не було фену, довелось просити, адміністратор на рецепції не володіє англійською, сам готель не позначено нічим, крім напису "" готель "".",6.7,10.0,meduza.uk.html
просторий номер.,"просторий номер . У будівлі готелю є маркет, що досить зручно.",На момент поселення не працював термінал.  Гарячої води з ранку не було ( о 6 годині) Відсутній фена у ванній кімнаті.,7.0,10.0,meduza.uk.html
"Дизайн і розмір номеру, привітний персонал.","Дизайн і розмір номеру, привітний персонал.","Великий кухонний куток, а плити немає.",8.8,10.0,meduza.uk.html
Персонал дуже привітний.,Персонал дуже привітний. Молодці!!!,Nan,8.3,10.0,meduza.uk.html
Все,Все,Нічого,10.0,10.0,meduza.uk.html
Треба брать,Мені все сподобалось,нема такого,9.6,10.0,meduza.uk.html
"Зручно, достатньо місця, привітний персонал.","Зручно, достатньо місця, привітний персонал. Усе добре одним словом.",В нашому номері не працювала вентиляція у ванній кімнаті.,9.2,10.0,meduza.uk.html
Номер чистий та акуратний.,"Номер чистий та акуратний . Телевізор, холодильник . На 10-му поверсі біл "" ярд, піца, пиво . Все було чудово!","Парковка не охороняється, але вона освітлювала і перед входом у магазин цілодобово, який відкритий.",9.6,10.0,meduza.uk.html
"Дуже зручно, що прямо у холі готелю є вихід до міні-маркету,...","Дуже зручно, що прямо у холі готелю є вихід до міні - маркету, котрий працює цілодобово . Гарна сантехніка, у номері дуже тепло, а ще дуже зрадів наявності двоспальне ковдри, бо зазвичай у готелях стелять дві окремих.",Єдиним мінусом є доволі велика відстань від центру міста.,7.5,10.0,meduza.uk.html
"Привітний персонал, який намагається допомогти гостям у...","Привітний персонал, який намагається допомогти гостям у вирішенні проблем, якщо вони з'являються. Дівчина на рецепції дуже привітна, компетентна.  Гарне оздоблення номерів та готелю.",Деякі меблі у номері потребували ремонту (зламаний диван). Відсутність власної парковки.,10.0,10.0,meduza.uk.html
"якщо шукаєте не готель, а апартаменти, це непоганий вибір.","апартаменти загалом чисті і комфортні, є простора душова, телевізор, невеличка, але комфортна кухня.","очікувала готель із відповідним сервісом. Насправді, це апартаменти, тобто інший рівень сервісу. Нема вивіски з назвою. ввечері проблематично знайти, бо готель без назви знаходиться у провулку. Нема персоналу, до якого можна безпосередньо звернутися (рецепція). Все вирішується з телефоном, що мені було незручно, оскільки телефон розрядився. Якби було оголошено, що це апартаменти, а не готель. не брала б номер за таку ціну.",6.3,10.0,colombo.uk.html
"Персонал,комфорт","Персонал,комфорт",Nan,10.0,10.0,colombo.uk.html
"Тихо, спокійно + наявність кухні і місця для парковки","Тихо, спокійно + наявність кухні і місця для парковки","Не дуже чисто, незручне ліжко-диван",7.5,10.0,colombo.uk.html
"Номер прокурений, відсутня штора в душовій кабінці, на...",Nan,"Номер прокурений, відсутня штора в душовій кабінці, на кровать зламані Амелі, бойлер відірваний, готель давно потребує косметичного ремонту.",4.6,10.0,colombo.uk.html
"Хороші картини і фото на стінах
",Хороші картини і фото на стінах Великий розмір кімнати,Погано прибрана кімната . Дешевий і майже зламаний диван,7.1,10.0,colombo.uk.html
Просторий номер,Просторий номер,"Відсутній постійно черговий персонал, не прибиралися сміття та не виносилось, зламаний душ.",5.0,10.0,colombo.uk.html
"Гарний готель, стилістично відповідає назві.","Гарний готель, стилістично відповідає назві. Цікаве, смачне меню. Поряд станції метро та трамвая.","Освітлення в номері занадто темне. Душова кабіна потребує ремонту, вода тече звідусіль.",7.5,10.0,india-palace.uk.html
Симпатичне місце в приватному секторі Харкова,"Стиль готелю повністю відповідає назві. Номер затишний, ліжко дуже зручне. Порадувало наявність тапочок та халатів. Сніданок смачний, 5 позицій на вибір. Кава достойна.","Номера на третьому поверсі без ліфта, валізи не запропонували допомогти донести.",8.3,10.0,india-palace.uk.html
Не варто,"Нажаль нічого не сподобалося.
Хіба, що наявність халатів і одноразовий капців, які були не зайві, враховуючи чистоту підлоги.","При поселенні не змогли знайти здачу, тому навіть нічого не пояснюючи і не перепросив, просто її не дали . Перше враження не було оманливим . Жахливе ліжко . матрац настільки зношений і подавлений, що виспатися неможливо . Таке відчуття, наче спав не на ліжку а на горбаті металевій сітці . Від цього боліло вранці усе тіло . Мабуть зручніше було б на підлозі . Дірявий підпільник . Чистота так собі, раковина забита, лійка в душовій забита відкладеннями . Сніданок так собі . Нажаль не можу рекомендувати.",3.8,10.0,india-palace.uk.html
Навряд чи цей готель заслуговує таких гарних оцінок. Я ніколи не зупинюся в цьому готелі!,"Сам готель і персонал нормальні, але їжа не була смачною. Досить швидко готували і виносили, але не вразило, м""яко кажучи... З плюсів лише прикраси в індійському стилі... але все інше дуже погано.","Номер в готель мене дуже розчарував, бо він досить в поганому стані: у ванній кімнаті не було витяжки, тому неприємний запах стояв постійно, кімната погано провітрювання, одне маленьке вікно, яке відкривалося прямо на дорогу, крім шуму ще й москітну сіток не було . Виїхали покусані комарами . повноцінного набору для ванної не було, сказали, що халати і рушники ще на пранні, і залишили в кімнаті рушники для ніг, запропонували скористатися чим є...: (пізніше, принесли два халати і рушник . І ще...вода! В Харкові погана вода, але крім того, що в готелі не стояли фільтри на воду, точно, перший день з крану йшли іржава вода...жах, просто . Останнім негативним враженням було ліжко, його пружини постійно впиралися в спину і спати було неможливо . Переїхали в інший готель і там було набагато краще.",3.3,10.0,india-palace.uk.html
"так як стеля зроблена на індійський манер, я не бачив , що...",Nan,"так як стеля зроблена на індійський манер, я не бачив , що під нею сховано,  висіло щось на кшталт  штори, але декілька разів за ніч прокидався від шуму, начебто, десь було гніздо кажанів, так як був втомлений, не сильно звернув на це увагу, але вранці ця ситуація мене насторожила, адже я прокидався декілька разів за ніч . І це точно не наснилося мені. Або це були кажани або якісь птахи. Це не дуже мене вразило. Сніданок смачний. Персонал дружній",6.7,10.0,india-palace.uk.html
Інтер'єр,Інтер'єр,Декоративні подушки усіяні волоссям,9.6,10.0,india-palace.uk.html
"Так собі, більше тут зупинятись не буду",Сніданок ок,Це важко назвати готелем,5.4,10.0,india-palace.uk.html
"В цілому нормально,поруч метро,супермаркет,але номер потребує ремонту",Дуже гарна кава та омлет із сиром на сніданок!,Неприємний запах каналізації із ванної кімнати(,5.8,10.0,india-palace.uk.html
"Їжа в ресторані надзвичайно смачна, як в Індії !","Їжа в ресторані надзвичайно смачна, як в Індії !) Атмосферний інтер'єр. Приємний персонал. Зручне розташування",Номер без вікна - незатишно.,7.9,10.0,india-palace.uk.html
Номер в якому проживав потрібно доробити душову і в матраці...,Nan,Номер в якому проживав потрібно доробити душову і в матраці відчуваються пружини,9.2,10.0,india-palace.uk.html
Розташування.,Розташування. Сніданок входить у вартість.,Відсутність вікон. Мало світла в номері.,6.3,10.0,india-palace.uk.html
пробитий шланг и холодная вода в душевний,Nan,пробитий шланг и холодная вода в душевний,8.3,10.0,india-palace.uk.html
Розташування біля метро,Розташування біля метро,"холодна та брудна вода в душі (вночі), не зручний матрац",5.8,10.0,india-palace.uk.html
Чудовий вибір для проживання!,"Зупинялись в номері з власною сауною яка дійсно додає номеру певного шарму. Щоправда коли працює вентиляція в ній не дуже жарко, але коли вона вимикається все встає на свої місця. Все в номері відповідає фото. В приміщені було тепло та чисто, вся техніка працює. На сніданок не погані млинці з сиром, оскільки зупиняюсь тут вдруге гадаю, що це їх стандартний сніданок, але дійсно не поганий.","Відсутність ліфту, що при наявності значної кількості речей становить певні незручності для номерів на 3-4 поверсі . І як для мене для Харькова дещо завищена ціна . В Києві за такий рівень комфорту це було б нормально, але в Харьков на мою думку ціни на готелі трошки нижчі.",9.6,10.0,paloma-house.uk.html
Те що й очікував,"Номер такий же як на фотографіях, в номері є всі потрібні для проживання зручності, а якщо щось не вистачає, то можна попросити в персоналу готелю, сніданки приносять вчасно і кожного дня різні. В загальному я лишився задоволений готелем",Відсутній ліфт і ресепшн,8.8,10.0,paloma-house.uk.html
Рекомендую та при нагоді із задоволенням зупинюсь саме у Вас,"Зупинялась в готелі вдруге. Розташування готелю дуже зручне. Є чайник, цукор, чай та кава в пакетиках, що зручно. Міні-холодильник, фен. Кровать зручна, номер теплий. Є сніданок в номер, були млинці с сиром, сметана, йогурт, яблуко, цукерки.","Не те щоб не сподобалось, але це треба знати: в будинку не має ліфта, тому людям з поганою фізичною формою, або важкими речами не зручно підійматися на 4 поверх старого будинку з високими стелями.  Номери виходять або на вулицю (і там доволі шумно), або у двір (і там дуже красивий вид на церкву та тихо). І особисто мені не вистачало рушника для ніг.",8.8,10.0,paloma-house.uk.html
Сніданок в номер.,Сніданок в номер. Ресторан при кафе. Ціни в кафе середні для міста.,"Відсутність обіцяних: - "" Вид на пам'ятку "" - Вид на дорогу . Через дорогу такий же дім . - "" Супутникові канали "" - телевізор є . Але 75% каналів не показує / заблоковані . - "" Сауна "" - в номері є . Але скористатися ви нею не можете . Точніше можете, але тільки годину . І то тільки після того як ви кудись там зателефонуйте (до власника готелю), і якщо все буде добре він вам її включить . Так нам пояснили працівники . На рушниках жовті плями.",7.1,10.0,paloma-house.uk.html
Хороший варіант відпочинку за помірні кошти.,"Сніданок досить пристойний, хоч міг би бути трохи поживним (більші порції). Персонал відповідав на кожен дзвінок . У приміщенню готелю є ресторан, де дуже смачно годують за відносно помірні ціни . Номер чистий і без зайвих запахів . Чудове розташування - 10 хвилин пішки від центру.","Рушники хоч і чисті, проте запах від них був такий, як від білизни, що довго лежала у шафі - не свіжий . Щоб потрапити у кімнату потрібно пройти квест: три кодовані замки, заднім двором, піднятися на 4 поверх...Дуже не інклюзивний простір . Щоб потрапити у номер потрібно проходити спільних балкон, де розміщено місце для паління, а тому доводиться вдихати неприємний запах.",9.2,10.0,paloma-house.uk.html
"Якщо не підтримувати все в належному останні, рано чи пізно воно буде зруйноване.","Розташування, не далеко від вокзалу. Сервіс доволі не поганий, біла білизна без плям","1 кімната 4 поверх . В туалеті поправити потрібно витяжку, пригостити унітаз до підлоги, замінити розсіювати і тримач в душі",7.9,10.0,paloma-house.uk.html
1. В номері було чисто.,"1. В номері було чисто. 2. Є стіл, щоб попрацювати. 3. В разі раннього виїзду подають вечерю замість сніданку.","1. Дуже складний процес входу (3 кодові замки, вхід через двір). 2. Нема доброго відчуття безпеки. 3. Нема рецепції. 4. Незрозуміло великий розмір туристичного збору (майже 50 грн за одну добу).",6.7,10.0,paloma-house.uk.html
Враження позитивні!,"Дуже зручне розташування. 12 хвилин до залізничного вокзалу пішки. Приїхали о 23.30 й одразу не змогли знайти. Зателефонували на телефон, зазначений на сайті. Довго відповіді не чекали, допомогли знайти дорогу. Зустріли, заселили. Все ок! Рекомендую.",З мінусів (це дрібниці): - сніданок - такий собі маленький ранковий перекус; - унітаз у номері № 1 на останньому поверсі погано приручений; - були відсутні одноразові капці у номері.,8.3,10.0,paloma-house.uk.html
