,title,pos_text,neg_text,ratingValue,bestRating
4,Дуже гарне розташування отелю.,"Дуже гарне розташування отелю. В номері було все необхідне, для комфортного проживання. Сніданок відмінний. Дівчата на реєстрації дуже милі та приємні","У номері 328, двері у ванну кімнату перекошені, та не зачинялись",8.8,10.0
5,Готель розташований у пам’ятці архітектури - і вже це варте...,"Готель розташований у пам’ятці архітектури - і вже це варте уваги. Височезні стелі, ефектні сходи і дзеркала у холі, ліпнина, старий паркет... Можливо, це контрастує з простенькими меблями початку 2000х, однак передає дух Одеси. Номер ""стандарт"" - дуже просторий, ліжко велике і зручне. За кількасот метрів від готелю - міський парк, навколо безліч кафе та ресторанчиків, зручне транспортне сполучення: навпроти - зупинка кільканадцяти маршруток, за дві хвилини ходу - трамваїв, до вокзалу можна дістатися за 15-20 хвилин. Сніданок, зважаючи на демократичну ціну проживання, дуже пристойний: щойно приготовані омлет або яєшня, кілька шматочків шинки, ковбаси, сиру, свіжі салати, альтернатива - молоко і сухі сніданки, печиво. Дуже приязний та уважний персонал. Розмовляють мовою гостя)))","Ох. WiFi у номері страшенно бракувало! Працювати на м""яких кріслах у холі - надзвичайно незручно. Плитка у ванній розтріскалася, шторка для душу - занадто коротка. Однак чисто - і за це дякую. Погана звукоізоляція - звісно, мінус. Але автентичні старі вікна і двері - плюс. Тому тут без нарікань)",10.0,10.0
6,В цілому позитивні враження,Ненав'язливий і привітний персонал,Одноманітні сніданки. Незадовільний прийом телепередач (проблеми з телеантеною). Автоматично перезавантажувалась електрика,7.9,10.0
7,Максимум на одну ніч і то - якщо дуже втомлений,Розташування класне. Це все.,"Двері, які можна вибити долонею, ліжко, яке одразу провалилося, чути кожен подих сусіда за стінкою, парковка перерита, відповідно авто довелося лишати прямо на вулиці, зіпсовані продукти на сніданок, платна кава під час сніданку, що входив у вартість.",5.0,10.0
8,Такоє. Але за 700 грн - цілком,"Фактично в центрі. Недалеко маркет Таврія, поруч - Соборна площа. Сніданок - яйце\омлет+по два-три кусочки сиру, ковбаски та м'яска,пластівці з молоком, розчинна кава. Наїстись можна з головю, впринципі. Також стара будівля, великі стелі і теплі кімнати","Відсутність вайфаю в кімнатах, холодно у ванній(можливо лише у нашому номері не було там батареї, але все одно). Трохи пахне радянщиною - ручки на дверях не дуже добре, ПЛАТНА ЗАВАРНА КАВА НА СНІДАНОК - 12 грн, до того ж не дуже смачна. Бойлер, тобто якщо вихлюпаєте воду - чекатимете, що нагріється. Ну ітаке, типу шо лійка була зломана - але думаю, що це виправлять Виключно російська мова обслуговування. Жодного облуговування державної, але це до першої скарги в органи.",7.5,10.0
9,"Зручне розташування, близько до центру","Зручне розташування, близько до центру","У номері практично все старе або дуже старе. Відсутня вентиляція у ванній кімнаті, тріснуте дзеркало у кімнаті, в душовій кабіні погано сходила вода, поламана ручка дверей у ванній кімнаті. Купа волосся у ліжку",6.3,10.0
10,Рекомендую,"Персонал готелю привітний, Будівля стара, стелі високі. Відносно чисто. Білизна біла.  Ще зупинюсь. Розташування і ціна хороші.",Сніданок в кафе жахливий і персонал теж. В меню яєшня і вівсянка. До яєшні подають ковбасу яка з другого боку підсохла вся. Таке враження що зібрали в іншому ресторані вчора і сьогодні видали.,8.3,10.0
11,зручні матраси.,зручні матраси. відмінне місцерозташування. парковка,відсутня шумоізоляція,7.9,10.0
12,"Сніданок смачний, корисний .","Сніданок смачний, корисний .Вибір на різний смак",Потребує ремонту та реконструкції повністю отель,8.8,10.0
13,Не приємне враження від сервісу,Місце розташування,Персонал не вважає за потрібне говорити мовою клієнта. Організація сніданків жахлива. Як і сам сніданок.,5.4,10.0
14,Все сподобалось!,"Розташування, ввічливий персонал, зручний номер, сніданок.",,10.0,10.0
15,"Сподобалось розташування отеля, ввічливий та доброзичливий...","Сподобалось розташування отеля, ввічливий та доброзичливий персонал. Гарний сніданок.",,8.8,10.0
16,Розташування.,Розташування.,Скрипучі ліжка. Душ склав враження що може розвалитися підімною.,5.8,10.0
17,"Будівля готелю, місцерозташування, сніданок.","Будівля готелю, місцерозташування, сніданок.",,9.6,10.0
18,"Тематичний номер просто супер, було чисто та тихо","Тематичний номер просто супер, було чисто та тихо",В номері не було чайника,10.0,10.0
19,Все ОК,"Розташування, персонал, ціна/якість відповідає реальності.",Скрипіли ліжка; перевертаєшся на інший бік і сам же прокидаєшся від звуків :),9.2,10.0
20,Готель жахливий. Повернення в СРСР,Розташування і сніданок супер,Матрацу 1000 років. Розетки в ванній немає. ТВ не працює,5.0,10.0
21,Шалено скрипіло ліжко,,Шалено скрипіло ліжко,7.5,10.0
22,Та встановіть нарешті гачки (вішалки) у ванних кімнатах!,,Та встановіть нарешті гачки (вішалки) у ванних кімнатах!!!,7.1,10.0
23,"дуже гарне розташування, смачний сніданок, терпеливий...","дуже гарне розташування, смачний сніданок, терпеливий персонал. все було супер",,8.3,10.0
24,"Резервував місце у цьому готелі, але помилився із датою.","Резервував місце у цьому готелі, але помилився із датою. Гроші із картки списалися. Працівники готелю на ресепшені (пан Дєніс) пішли на зустріч та узгодили перебування на іншу дату. Велике їм - ДЯКУЮ. Більш ніж задоволен. А ще була акція - надали номер класом вище",,10.0,10.0
25,"Дуже приємний готель в самому центрі Одеси, персонал дуже...","Дуже приємний готель в самому центрі Одеси, персонал дуже сподобався, позитивні і хороші люди з якими приємно спілкуватися. Номера, навіть економ категорії, просторі і приємні, найбільше смішили коврики на землі, які певно дуууже старі). Також сподобалось, що нас поселили в номер вищої категорії попри те, що в нас був економ.","Не сказав би, що обслуговування чи сам готель не сподобався, мінусом було те що ліжка дуже і дуже скрипіли навіть при маленькому повороті. А також сніданок, вперше зустрів такий ""Шведський стіл"" з продуктів, які в принципі не варто їсти разом, аби нічого не сталося.",7.9,10.0
26,Близько до центру Одеси і порівняно дешевий номер.,Близько до центру Одеси і порівняно дешевий номер.,"Вода в бачку туалету дуууууже повільно набиралась. Фену в номері нема, на рецепції також не дали бо віддали комусь в інший номер. Стіни і двері криві. Після виселення нас попросили зачекати в коридорі щоб перевірити стан номеру після нас. По дивані лазив тарган :(",4.6,10.0
27,Дуже зручне розташування і надзвичайно приємний персонал.,Дуже зручне розташування і надзвичайно приємний персонал. :),Приміщення готелю доволі старе і в коридорах пахне совком...,8.8,10.0
28,Розташування,Розташування,,7.9,10.0
29,Ничего,Ничего,,2.9,10.0
30,"хорошее расположение, красивая лестница.","хорошее расположение, красивая лестница. дешево","тараканы, советская мебель, медлительный персонал, если очень сложно с бюджетом",5.0,10.0
0,"Реально це готель при ресторані, а не навпаки. Ресторан загороджує вид на море з деяких номерів.",Розташування готелю біля моря (реально 20-30 метрів). Чистота при заїзді. Спокійна музика в ресторані.,"Наявність фену в номері - люкс (хоча б). Наявність чайника або каво-машини в номері чи в барі на пляжі, який працює з 9.00 ранку (каву до 10 ранку, а реально до 11.00 знайти фактично неможливо (ресторан працював до ночі, або потрібно їхати до міста.) Наявність обіцяних халатів. (весь готель не отримав але всім обіцяли при бронюванні) Паркування (весь день) машин співробітників ресторану та жильців готелю навпроти вихода з готелю та біля пляжу при наявності вільної парковки біля ресторану. Співробітниками ресторану, бару, охороною практикується підселення відпочиваючих на шезлонгах  не проживаючими в готелі, потрібно займати з ранку шезлонги та місця на площадці біля моря.",5.0,10.0
0,Хороший персонал.,Хороший персонал. Дуже смачні сніданки. Красиві номера і непогане розташування,Прибирання в номерах бажало б кращого,7.9,10.0
1,Чудово. Раджу відвідати.,"Сніданок найкращий в Одесі без перебільшення. Він великий, ситний в більшості приготовлений з продуктів власного виробництва.",,9.6,10.0
0,"Гарне місце в центрі Одеси, щоб зупинитися під час ділової поїздки за невеликі кошти.","Комфортний, чистий бюджетний хостел з привітним персоналом.","Хостел був би взагалі ідеальним з прямішими вішалками, милом та шампунем.",9.6,10.0
1,Розташування.,Розташування.,,6.3,10.0
0,"Було тепло, можна відчинити вікно і провітрювати номер.","Було тепло, можна відчинити вікно і провітрювати номер. Приємна тиша у готелі. Люб'язна адміністрація","Дуже деренчав при включенні вентилятор витяжки, була підлога у мілкому смітті",6.3,10.0
1,Чудовий готель за співвідношенням ціна/якість.,"Чудовий готель за співвідношенням ціна/якість. Плюс зручне розташування і фантастично привітний персонал.  Жили в номері економ. Номер був із вікном, феном і всіма потрібними зручностями. Ще раз відзначу, який тут чудовий персонал (дівчата і хлопець на рецепшині), якому хотілося б ще раз подякувати. Вони не просто привітні, а й неодмінно допомагають, коли є в цьому потреба. Самі в цьому неоднаразово переконалися",,9.6,10.0
2,"Оцінка низька, бо в номері немає фену, тому що для категорії...",,"Оцінка низька, бо в номері немає фену, тому що для категорії економ,  така опція не передбачена. Це могло бути нормально,  якщо б фен був на рецепції, але ж ні,  немає!!!! Тобто,  якщо ви живете в економі,  то не заслуговуєте на фен!!!!!   Порада,  купіть 1 фен,  нехай буде на рецепції,  ціна питання 500 гривень. Задоволення елементарних потреб ваших гостей -  це основне.  П. С.  на сайті готелю не вказано, що фен відсутній",7.1,10.0
3,"Не сподобалося, що у готелі був ремонт і це створювало...",,"Не сподобалося, що у готелі був ремонт і це створювало певний дискомфорт. Дуже погана шумоізоляція і чутно все, що відбувається у сусідніх номерах. У номері ремонт не робився дуже давно, що помітно - дірка у стіні під стелею, подерті двері і тд.",7.1,10.0
4,"Готель в центрі Одеси, привітний персонал, в ціну номеру...","Готель в центрі Одеси, привітний персонал, в ціну номеру входить сніданок, є ліфт","Ми жили на 6 поверсі і теплої води вранці на нас вже не вистачало. Готель без вікон, тому відчувається, що не провітрені кімнати.",10.0,10.0
5,На одну ніч,Комфортне ліжко.,"Немає парковки, звукоізоляції теж.",5.4,10.0
6,"Розташування, персонал, чистота","Розташування, персонал, чистота","Дуже старий матрац, з буграми. Але запевнили, що як раз зараз змінюють.",8.3,10.0
7,Персонал не володіє законодаством у сфері туризму.,,Персонал не володіє законодаством у сфері туризму. За наявності копії документу про відрядження було стягнуто туристичний збір,7.1,10.0
8,Все ок!,Все ок!,"Тільки не уточнили, що в кімнаті немає вікна :(",7.9,10.0
9,Готель знаходиться в центрі міста,Готель знаходиться в центрі міста,,7.9,10.0
10,"Wi Fi не було, чистота на 3, + зараз с них ремонт!",,"Wi Fi не було, чистота на 3, + зараз с них ремонт!!! Все в красці!!! 👿👿👿",6.3,10.0
11,для короткого перебування ідеальне місце.,"сніданок смачний, страви різноманітні, дякую, але кави не вистачило((",у двомісному номері один! стакан та один! стілець.,8.3,10.0
12,Підтікала душова кабіна.,"Підтікала душова кабіна. Не було інтернета(6-й поверх). Але сподобалось як відреагував персонал - дали інший номер, категоріей вище та без доплат. Дякую. Сніданок достатній щоб не відчувати голод, але вибору асортименту не було. Полотенця мають приємний запах. У готелі було тихо, виспався добре.","Брудні килими у коридорі на шостому поверсі, хоча у номері - чисто( на другому поверсі чисто). Хотілося б мати окремо шампунь та гель для душа.",8.3,10.0
13,"За час коротко проживання в готелі, можу сказати тільки...","За час коротко проживання в готелі, можу сказати тільки позитивні речі: дуже привітний весь персонал, смачні, поживні, водночас,   легкі сніданки ( достатньо різноматна іжа - є можливість обирати).",,8.8,10.0
14,Персонал привітний.,Персонал привітний. Сніданок чудовий тип шведський стіл було смачно. Гарне розташування  до туристичної зони.,"Номер потрибує космитичного ремонту. Ресепшин знайшли не зразу бо він знаходиться на другому поверсі готелю , а вказівник погано помітний.",7.5,10.0
15,"Чистота і гарний стан сантехніки, меблів.","Чистота і гарний стан сантехніки, меблів. Зручне розташування.","У описі номеру не було інформації про відсутність вікна. Це стало великим сюрпризом. Номер мав великі вікна/стіни в коридор, що були завішені гардинами. Нам запропонували номер з вікном: але обдерті шпалери під стелею та відсутність кондиціонера нас не надихнули.",6.3,10.0
16,У готелю дуже гарне розположення.,"У готелю дуже гарне розположення. Знаходиться готель Гермес в центрі, в 500 м. ходьби до Опери та вулиці Дерибасівської.","Живучи в готелі постійно відчували дискомфорт: то душ протікає, що аж у сам номер вода тече, то за вікном будівельні роботи проводились з 7 ранку, посереднє прибирання номеру, однотипні сніданки.",6.3,10.0
17,"Просторий номер, пристойний ремонт.","Просторий номер, пристойний ремонт. Домашнiй снiданок","Башато недолiкiв типу непрацюючого джакузi, дверi погано вiдкриваються, фен без мiсця. Все легко змiнити.",7.1,10.0
18,Персонал,Персонал,"Парковка, тобто її немає в нормальному розумінні. Сніданок. Одне теж саме кожен день, вибор маленький. Прибирання/Чистота. Багато чого в номерах не працює.",7.1,10.0
19,"сподобався персонал, дівчата молодці, професіонали, дуже...","сподобався персонал, дівчата молодці, професіонали, дуже привітні, намагались допомогти з усіх сил. номер дуже чистий, гарний інтер""єр","здається, що готель новий і трошки ще перебуває у стадії добудови, трішечки все недороблене, наче робили ремонт поспіхом. ще повністю відсутня звукоізоляція, вночі сусіди прийшли до себе у номер, поки відкривали двері, я була впевнена, що вони відкривають мої двері",8.3,10.0
20,Девченки на ресепшене на удивление адекватные и приветливые.,Девченки на ресепшене на удивление адекватные и приветливые.,"1. Отсутствие обещанной бесплатной стоянки. 2. Грязь и небрежность в деталях 3. Проблемы с горячей водой, китайская полу рабочая сантехника . 4. Дешевая мебель, антиортопедическая кровать 5. Целую ночь с периодичностью 5 сек включается какой-то насос и засыпаешь под булькающие звуки, в соседнем номере у друзей аналогично. 6. Завтрак отдельная тема, хуже пока не встречал.",5.0,10.0
21,"Чисто, номер большой и уютный","Чисто, номер большой и уютный","Попался номер с окнами, выходящими в общий коридор, то есть собственных окон в номере не было, только те, которые в коридоре.",9.2,10.0
22,"Місцерозташування, комфортний номер.","Місцерозташування, комфортний номер. Загалом непогано, якби не дрібниці, але іх дуже багато... Та все це ж Одеса, мабуть тут до всього треба відноситись з гумором :)))","Їхали компанією друзів, зарання забронював 4 номери. По приїзді у зазначений термін нам повідомили, що один з наших номерів зайнятий, а нас забули попередити (їхали з Києва 500 км !!!), пообіцяли виправити помилку і знайшли такий номер, що одна сім'я мусила селитись в іншому готелі, настрій був зіпсований у всіх. Парковку пообіцяли за додаткову плату, але й тут нам не повезло... Сніданок був сумненький :(((",4.6,10.0
23,- расположение ,- расположение  - вкусный завтрак  - удобные номера в минималистичном дизайне  - приветливый и улыбчивый персонал  - желание и готовность идти на встречу,Проблемы с душевой кабиной - из под нее вытекала вода и мне было не очень удобно сдавать номер с подтопленной ванной,9.6,10.0
24,"Так как были в феврале и часто к морю не нужно было, то было...","Так как были в феврале и часто к морю не нужно было, то было очень удобное расположение, рядом много классных заведений. Добрый персонал, всегда улыбались, выполняли все просьбы, узнав что у девушки др, подарили бутылку вина.. Мелочь, но приятно)","В номере было довольно холодно, отопление не работало, хоть и был включен кондиционер на тепло и в номере был очень шумный микро-обогреватель- это не очень спасало(",7.5,10.0
25,"1) місцерозташування - в центрі старого міста, на вулиці,...","1) місцерозташування - в центрі старого міста, на вулиці, паралельній вул. Дерибасівській. Власне, готель - це 2-й і 6-й поверх у великому центрі на Грецькій 17.   2) ввічливий персонал.  3) чиста постільна білизна і зручне ліжко.  4) Wi-Fi (50/50): в перший день сиглал був слабкий, інколи пропадав, але на наступний норм. Можна дивитись фільми на планшеті.","1) в номері було холодно. Кондиціонер (і обігрівач, який я попросила додатково) не давали достатнього обігріву. У ванній теж холодно, тому що немає сушки для рушників. Повернулась додому з ангіною  2) прибирання в номері: я знімала номер на 2 доби. Можливо, прибирання в номерах раз на 2 доби, але покоївка могла б винести сміття і покласти нові ванні набори (гель/шампунь).  3) в номері немає телефону на рецепцію, потрібно підходити особисто",5.8,10.0
26,"Вікна виходять в коридор готелю,приміщення погано...",,"Вікна виходять в коридор готелю,приміщення погано вентильоване.",6.3,10.0
27,Все на європейському рівні.,Все на європейському рівні.,Відсутність звукоізоляції,10.0,10.0
28,Розташування;,Розташування; просторий номер;,Відсутність парковки для авто; проблеми із гарячою водою; зовсім не затишно;,4.2,10.0
29,"Ввічливість персоналу, чудове місцезнаходження, тихий номер,...","Ввічливість персоналу, чудове місцезнаходження, тихий номер, смачний сніданок",,10.0,10.0
30,Номер виявився значно меншим і по конфігурації зовсім інший.,,"Номер виявився значно меншим і по конфігурації зовсім інший. На рецепції повідомили, що Букінг дав некоректну інформацію.",6.3,10.0
31,чистота,чистота,відсутність шумоізоляції. Проблеми із водопроводом - протікала вода в санвузлі.,9.2,10.0
32,"Прекрасне розташування, чистота","Прекрасне розташування, чистота","Із сусіднього ресторану Wi-Fi добивав краще, ніж мережа самого готелю. Така ситуація заважала роботі.",8.8,10.0
33,Знаходиться у самому центрі,Знаходиться у самому центрі,"Все інше - не дуже, wifi працював з перебоями, анонсована безкоштовна стоянка по факту вміщає лише 2 авто на весь готель",6.7,10.0
34,Все було добре!,Все було добре! Дякую ;),,9.6,10.0
35,привітний персонал,привітний персонал,,7.9,10.0
0,"Я дуже прискіпливий і вимогливий, але тут ні до чого присіпатися. Усім рекомендую","Красивий, чистий, зручний готель. Були дуже приємно здивовані! Гарна платна парковка з цілодобовим наглядом. Чемний персонал. Регулярно прибирають, але при цьому не заважають відпочивати.  Співвідношення ціна/якійсть неймовірна. Відносно поруч суперовий пляж європейського рівня з усіма зручностями.",,9.6,10.0
1,"В готелі чисто,хороша закрита платна парковка,просторі...","В готелі чисто,хороша закрита платна парковка,просторі номери.Хороше місцерозташування.",,8.3,10.0
2,"Не турбували,швидко заселили,добра транспортна розвьязка,не...","Не турбували,швидко заселили,добра транспортна розвьязка,не далеко від моря,звичайні номера на декілька ночей із зручностями в номері.","Не працював ресторан,телевізору потрібна переноска:))якої не було в одному з номерів:)але я думаю можна було взяти на рецепції.",7.1,10.0
3,"Чудова атмосфера, ввічливий персонал!","Чудова атмосфера, ввічливий персонал! Затишно, смачний сніданок, чисті номери!) Все сподобалось!",,7.9,10.0
4,"все сподобалося,привітний персонал,чисто","все сподобалося,привітний персонал,чисто",,7.9,10.0
5,"немає парковки, не якісний ремонт",,"немає парковки, не якісний ремонт",6.3,10.0
0,Я маю бажання на наступний рік відвідати   San Marin,"Приємна, майже домашня атмосфера, смачна кухня (є що поїсти на будь-який смак),постійне прибирання в душових і туалету.Персоналу особлива подяка!!!Море поруч, до центру Одеси легко доїхати☺️","Трішки заважав шум миколаївської дороги вночі, але це ніщо в порівнянні з чистим морем !",9.2,10.0
1,Хочеться повернутися ще:))),"Чудове розташування - на березі моря. Пляж негустозаселений, завжди можна знайти місце. Море достатньо чисте, неглибоке.
Привітний персонал.
На території достатньо  тихо, були вдвох з дитиною, те що треба. Але все залежить від інших відпочиваючих.
Далі по пляжу є нічні кафешки, кому треба, але їх майже не чути.
Умови достатньо хороші - душ, туалет загальний, але завжди чисто. В коридорах також прибирають.
Кондиціонерів немає, але можна взяти вентилятор (безкоштовна послуга).
На території є бар-ресторан - готують чудово.
Великий плюс - що база знаходиться в самій Одесі, маршрутками до центру, вокзалу - 30 хвилин, Ашан - 20 хвилин. Найближчий нормальний продуктовий магазин - 15 хвилин пішки по пляжу.",,10.0,10.0
2,Комфортно.,"Море за 10 метрів від помешкання. Ніхто не спричиняє дискомфорту. Найкраще відпочивати тут із родиною. Сімейний куточок на морі, де панує мир і спокій🙈","Важко дістатись до центру Одеси. Холодильник знаходиться на вулиці(один спільний), але в ньому в нас нічого не вкрали.",8.8,10.0
3,досить непогано,"Ремонт (душова-туалет), близько до моря, спокійно, чудовий краєвид з вікна, балкон.","При реєстрації, запитав чи жарко в номері, сказали що є вентилятор, якого по факту не було. Для чого брехати не зрозумів. Пляж чистий, хороший, але бігає зграя бездомних собак які живуть неподалік бази, вони снують туди-сюди, гавкають на інших собах.  Харчування не дешеве( відносно), але 300 метрів від бази є столова, де набагато дешевше.  В номерах не прибирають. А так досить непогано.",7.9,10.0
0,ну враховуючи ціну то жити можна...а так 3+.,"Розташування і ціна гарні. Радує наявність кухні, прибирання номеру раз на день та душової кабінки.","Якість білизни - треба змінити(спільна думка 18 людей), це не так дорого....в нижній душовій кабінці забитий злив. Адмін-тренер занадто полюбляє дисципліну....",7.9,10.0
1,жесть,"є гаряча вода, приємний чоловік, який реєстрував наш заїзд, дуже класне розташування, близько до центру міста","не провітрена кімната зі стоячим повітрям і запахом поту, не було рушників і тапочок, в живу хостел дещо відрізняється від фото в інтернеті, нам сказали що не пустять нас назад, якшо ми не повернемось до 00:00 (хоча потім із докорами все ж таки пустили), шоб залишити речі в безпеці, потрібно окремо доплачувати , також в описі було сказано що для нас буде окрема ванна кімната, цього не було",6.3,10.0
2,"Душова, туалет, кухня доволі чисті і прибрані.","Душова, туалет, кухня доволі чисті і прибрані.","Постільна білизна з синтетичної тканини що постійно скочувалась і намагнічувалась. Ліжка вже трохи розшатані і рипіли при кожному повертанні. Розетки тільки знизу, тому на верхніх ліжках незручно було заряджати телефон.",7.5,10.0
3,"Зручне розташування, близько до центру міста.","Зручне розташування, близько до центру міста.","В приміщенні сиро, чистота помешкання бажає кращого, персонал без дозволу чіпає речі. Полотенце можна взяти в аренду за доплату (30 грн)",3.8,10.0
4,Хостел Timo,"Персонал надзвичайно привітний і уважний, в самому номері непогано, як для хостела,  чиста постіль, хороша кухня з усім необхідним, є окремий сейф для зберігання цінних речей, є пральна машина, є праска з дошкою, сушки, ванна кімната і туалет на верхньому поверсі на хорошому рівні","Ванна кімната і туалет в самому номері мають неприємний запах і не дуже чисті, одне з двохярусних ліжок дуже хитається було страшно впасти коли піднімаєшся",9.2,10.0
5,В цілому проживання було комфортним за таку вартість),"Персонал чудовий, приємні люди. Ліжко достатньо велике, щоб помістились двоє людей.","Розетки були дуже поганими, доводилось постійно слідкувати чи телефон заряджається. Ліжка були двоповерхові. На другому поверсі неможливо було спати, бо страшно через нестабільну (хитку) конструкцію ліжка.",7.5,10.0
6,"Зручне розташування, привітний персонал, є все необхідне для...","Зручне розташування, привітний персонал, є все необхідне для сну і приведення себе до ладу. Приємно було, що дівчинка при поселенні попередила про режим тиші з 00:00 до 8:00 і цей режим майже був дотриманий.","Відсутність шторок на ліжках, як це буває у більшості хостелах.",8.3,10.0
7,"Умови хостелу могли б бути кращими, я розчарована у своїх очікуваннях","Багато людей, нові знайомства","чистота, за ліжками і під ними були бутилки та різне сміття, на вході до будинку страшні двері, також без будь-яких надписів, що там є хостел, туристи самі не знайдуть. Також постійно було відкритие вікно, я біля нього спала, простудилася, і важко було заснути бо дууже голосні всі звуки з надвору, але якщо б закрила вікно було б жарко, адже кондиціонер не було відчутно зовсім, коли він працював. Не завадило б зробити гардероб, або крючки на ліжках, щоб хоч куди-небудь дівати свої речі, адже довелося все ліжко обвішувати вологими рушниками, одягом",6.3,10.0
8,Наступного разу обов'язково в Тімо але спробуємо забронювати кімнату на 4 осіб,Сподабалось все)  Від ЖД до Тімо буквально 15хв. Від Тімо до моря 20-30хв. Є кондиціонер і ванна кімната.,"єдиний і не значний мінус, що в останній день номер не встигли замести, а можливо просто перед нами хтось добре насмітив =)",7.5,10.0
9,"Чисто, затишно, персонал дуже привітний.","Чисто, затишно, персонал дуже привітний. Все сподобалось",,10.0,10.0
10,Дякую за чудовий відпочинок),"Чудовий персонал, хороша кухня та приємна ціна!",,9.2,10.0
11,"хороше розташування, приємний персонал, чисто","хороше розташування, приємний персонал, чисто",,8.8,10.0
12,Приємні адміністратори,Приємні адміністратори,"Досить грязно, відсутнє мило як на кухні так і у ваннах, сам хостел в жахливому стані.",4.6,10.0
13,душно та темно,,душно та темно,7.9,10.0
14,😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,Адміністратори дуже крутезні  вони дуже раді що хтось приїжджає в Одесу.😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,,7.5,10.0
0,Непоганий варіант,"Недорого, відносно зручне розташування. В номері стандарт були одноразові тапочки, шампунь та мило. В коридорі куллер з холодною та гарячою водою. Працівниця ресепшену дуже привітна. Після броні подзвонили та підтвердили її. В номері був телевізор з кабельними каналами (тільки пульт не працював). На першому поверсі є кафе поснідати.Непоганий варіант для тих хто подорожує по роботі, студентів або, щоб спинитися на ніч.","З чистотою трохи проблемно. Під столешницею тумбочки були наклеєні жуйки, душ трохи неприємний, бо стара плитка й не зрозуміло чи чистий він. За іншою тумбочкою валялася чиясь резинка для волосся. Якщо подорожуєте з дітьми, то варіант не найкращий.",5.8,10.0
