,title,pos,neg,ratingValue,bestRating,rate
4170,"['Враження', 'від', 'готелю', 'позитивні']","['Враження', 'від', 'готелю', 'позитивні', 'Номер', 'чистий', 'з', 'гарним', 'та', 'сучасним', 'дизайном', 'прибиранням', 'я', 'задоволена', 'До', 'моря', 'близенько', 'Порівняно', 'з', 'цінами', 'в', 'Одесі', 'готель', 'є', 'недорогим', 'проте', 'провести', 'свої', 'вихідні', 'тут', 'досить', 'комфортно']","['Хотілося', 'щоб', 'персонал', 'розмовляв', 'на', 'українській', 'мові', 'Оскільки', 'ліфту', 'немає', 'з', 'важкими', 'сумками', 'доведеться', 'підніматись', 'самому', 'а', 'також', 'в', 'номері', 'не', 'буде', 'тапочок', 'та', 'косметики', 'якщо', 'про', 'це', 'не', 'Нагадайте']",8.3,10.0,0
4171,"['Особливо', 'теплий', 'і', 'затишний', 'варіант', 'в', 'холодну', 'пору', 'року']","['По', 'ліжку', 'сантехніків', 'та', 'оздобленню', 'помітно', 'що', 'власники', 'поставили', 'у', 'пріоритет', 'якість', 'ремонту', 'та', 'зручність', 'мешканців', 'а', 'не', 'економію', 'понад', 'усе', 'Це', 'сподобалось', 'і', 'було', 'загалом', 'приємно', 'перебувати', 'у', 'цьому', 'готелі', 'Ми', 'були', 'в', 'курортний', 'сезон', 'тому', 'оцінити', 'повноцінно', 'інфраструктуру', 'та', 'розташування', 'не', 'можу', 'Нам', 'сподобалась', 'близькість', 'до', 'моря', 'та', 'до', 'ресторану', 'Дача']","['Опис', 'номеру', 'на', 'сайті', 'не', 'зовсім', 'відповідав', 'реальним', 'характеристикам', 'заброньовано', 'помешкання', 'проте', 'персонал', 'оперативно', 'визнав', 'свою', 'помилку', 'та', 'запропонував', 'гарну', 'заміну', 'без', 'переплат', 'Ми', 'залишились', 'задоволені', 'діалогом', 'і', 'результатом']",9.2,10.0,1
4172,"['Чудовий', 'готель', 'за', 'адекватну', 'ціну']","['Велике', 'зручне', 'ліжко', 'просто', 'супер', 'Новенька', 'сантехніка', 'Співвідношення', 'ціна', 'якість', 'особливо', 'приємно']","['Дзвінок', 'о', 'п', 'ятій', 'ранку', 'Ваше', 'таксі', 'приїхало', 'не', 'замовляли', 'Будьте', 'уважнішими', 'будь', 'ласка']",9.2,10.0,1
4173,"['Новорічні', 'свята', 'з', 'гірким', 'присмаком']","['Просторе', 'приміщення', 'гарна', 'ванна', 'кімната', 'новий', 'ремонт', 'Приємні', 'світлі', 'меблі', 'Сніданок', 'вчасно', 'доставили', 'заздалегідь', 'замовлений', 'Можна', 'поїсти', 'як', 'в', 'номері', 'так', 'і', 'на', 'барі', 'Смачна', 'кава', 'На', 'прохання', 'замінили', 'постільну', 'білизну', 'але', 'покоївка', 'залишила', 'вікно', 'відчиненим', 'тому', 'в', 'номері', 'було', 'дуже', 'холодно', 'Поруч', 'з', 'готелем', 'курсує', '5', 'трамвай', 'який', 'швидко', 'помчить', 'вас', 'до', 'вокзалу', 'За', '500', 'м', 'є', 'канатна', 'дорога', 'на', 'пляж', 'Відрадний', 'можна', 'спуститися', 'або', 'піднятися', 'сходами', 'та', 'на', 'міні', 'фунікулері', 'Ціна', '40', 'грн', 'Гарний', 'вид', 'на', 'море', 'проте', 'поїздка', 'для', 'сміливих', 'Також', 'поруч', 'з', 'готелем', 'є', 'магазин', 'продуктів']","['постільна', 'білизна', 'була', 'не', 'зовсім', 'чистою', 'багато', 'волосся', 'на', 'ковдрі', 'О', 'пів', 'на', 'третю', 'ночі', 'ввімкнула', 'пожежна', 'сигналізація', 'на', 'рецепції', 'нікого', 'не', 'виявилося', 'і', 'все', 'це', 'продовжувалося', '15', 'хвилин', 'Співробітники', 'готелю', 'не', 'знали', 'що', 'робити', 'та', 'як', 'її', 'вимкнути', 'сирену', 'вимкнули', 'о', 'третій', 'годині', '10', 'хв', 'Тобто', 'пів', 'години', 'вона', 'гучно', 'пищала', 'у', 'вуха', 'та', 'викликала', 'головний', 'біль', 'Зранку', 'на', 'рецепції', 'скупо', 'вибачилися', 'проте', 'нічого', 'не', 'запропонували', 'в', 'якості', 'компенсації', 'Чому', 'ввімкнула', 'сигналізація', 'не', 'пояснили', 'Враження', 'від', 'перебування', 'залишилися', 'неприємні', 'Також', 'від', 'рецепції', 'на', 'другий', 'поверх', 'треба', 'підніматися', 'сходами', 'хоча', 'у', 'будинку', 'є', 'ліфт', 'З', 'великою', 'валізою', 'дуже', 'не', 'зручно']",6.3,10.0,0
4174,"['Все', 'супер']","['Все', 'супер']",['Nan'],9.6,10.0,1
4175,"['Зручно', 'тихо']","['Зручно', 'тихо']",['Nan'],10.0,10.0,1
4176,"['Ввічливий', 'персонал', 'свіжий', 'ремонт', 'близько', 'до', 'моря']","['Ввічливий', 'персонал', 'свіжий', 'ремонт', 'близько', 'до', 'моря']",['Nan'],8.8,10.0,0
4177,"['Готовність', 'дійсно', 'допомогти']","['Готовність', 'дійсно', 'допомогти', 'Ввічливість', 'уважність', 'Willing', 'to', 'help', 'Violence']",['Nan'],10.0,10.0,1
4178,"['Чисто', 'смачний', 'сніданок', 'великі', 'номери', 'привітний', 'персонал']","['Чисто', 'смачний', 'сніданок', 'великі', 'номери', 'привітний', 'персонал']","['Шум', 'від', 'трамваїв', 'та', 'бруківки', 'на', 'бульварі', 'Пізній', 'сніданок']",9.6,10.0,1
4179,"['Розташування', 'дуже', 'зручне', 'номер', 'просторий', 'чисто']","['Розташування', 'дуже', 'зручне', 'номер', 'просторий', 'чисто', 'Гарна', 'відношення', 'ціна', 'комфорт', 'Рекомендую']","['Без', 'мінусів']",10.0,10.0,1
4180,"['Немає', 'ресторану']",['Nan'],"['Немає', 'ресторану']",7.9,10.0,0
4181,"['Чистота', 'якість', 'прибирання']","['Чистота', 'якість', 'прибирання', 'Ставлення', 'персоналу', 'Дівчина', 'на', 'рецепції', 'була', 'приязна', 'і', 'виявляла', 'максимальне', 'бажання', 'зробити', 'відпочинок', 'зручнішим', 'Чудовий', 'балкончик', 'Зручне', 'ліжко', 'Нова', 'сантехніка']","['Тут', 'є', 'декілька', 'моментів', '1', 'Коли', 'платиш', '50', 'за', 'номер', 'очікуєш', 'побачити', 'трошки', 'кращий', 'вхід', 'Тут', 'ми', 'маємо', 'незрозумілі', 'двері', 'в', 'зачитаній', 'неосвітленій', 'арці', 'з', 'табличкою', 'ну', 'самі', 'побачите', '2', 'Смітник', 'навпроти', 'вікон', 'Цей', 'жах', 'є', 'стандартним', 'для', 'вуличок', 'Одеси', 'і', 'готель', 'з', 'цим', 'нічого', 'не', 'зробить', 'але', 'все', 'одно', 'ряд', 'сміттєвих', 'контейнерів', 'посеред', 'вулиці', 'то', 'жах', '3', 'жахлива', 'кава', 'на', 'рецепції', 'Вона', 'не', 'коштує', 'своїх', '20', 'грн', 'Більше', 'того', 'її', 'просто', 'не', 'можна', 'подавати', 'гостям', 'Це', 'помиї']",9.2,10.0,1
4182,"['Зручність', 'в', 'розташуванні', 'готелю']","['Зручність', 'в', 'розташуванні', 'готелю']",['Nan'],7.9,10.0,0
4183,"['Гарний', 'готель', 'приємне', 'обслуговування', 'номер', 'чистий']","['Гарний', 'готель', 'приємне', 'обслуговування', 'номер', 'чистий', 'комфортний', 'і', 'затишний']",['Nan'],10.0,10.0,1
4184,"['Розташування', 'дуже', 'зручне']","['Розташування', 'дуже', 'зручне', 'Готель', 'зовсім', 'новий', 'та', 'дуже', 'чистий']",['Nan'],10.0,10.0,1
4185,"['Тихе', 'і', 'затишне', 'місце', 'досить', 'недалеко', 'до', 'моря', 'привітні']","['Тихе', 'і', 'затишне', 'місце', 'досить', 'недалеко', 'до', 'моря', 'привітні', 'господарі']",['Nan'],10.0,10.0,1
4186,"['Привітні', 'господарі']","['Привітні', 'господарі', 'Чудовий', 'будинок']",['Nan'],10.0,10.0,1
4187,"['Усім', 'рекомендую']","['Привітні', 'господарі', 'чисто', 'тихо', 'помешкання', 'облаштоване', 'усім', 'необхідним', 'прийнятна', 'ціна', 'Відчуваєш', 'себе', 'наче', 'вдома', 'Аркадія', 'city', 'за', '5', 'хв', 'тому', 'до', 'моря', 'близько']","['Мені', 'сподобалось', 'все']",10.0,10.0,1
4188,['Супер'],"['Номер', 'чистий', 'меблі', 'нові', 'є', 'все', 'необхідне', 'для', 'комфортного', 'перебування', 'Привітна', 'доброзичлива', 'господиня', 'До', 'моря', '5-7', 'хв', 'що', 'дуже', 'важливо', 'для', 'діток']",['Nan'],10.0,10.0,1
4189,"['Враження', 'від', 'проживання', 'залишилось', 'приємне']","['Розташування', 'готелю', 'зручне', 'залізничний', 'вокзал', 'поруч', 'привітний', 'уважний', 'ввічливий', 'персонал', 'кімнатка', 'маленька', 'але', 'має', 'все', 'необхідне', 'Гаряча', 'вода', 'була', 'завжди', 'Кімната', 'чиста', 'Ціна', 'відповідає', 'якості']",['Nan'],9.2,10.0,1
4190,"['Я', ""обов'язково"", 'як', 'буде', 'можливість', 'повернусь', 'в', 'Колібрі']","['Розташування', 'зручне', 'неподалік', 'від', 'залізничного', 'вокзалу', 'сніданок', 'обід', 'і', 'вечерю', 'є', 'можливість', 'придбати', 'поряд', 'з', 'готелем', 'Колібрі', 'все', 'дуже', 'смачно', 'по', 'домашньому', 'і', 'не', 'дорого', 'обід', 'на', 'двох', 'перше', 'і', 'друге', '100', 'грн']","['Сподобалось', 'усе']",9.2,10.0,1
4191,"['Добрий', 'номер', 'за', 'свої', 'гроші', 'щоб', 'ночувати', 'в', 'Одесі', 'під', 'час', 'відпуски']","['15', 'хв', 'від', 'залізниці', '30', 'хв', 'від', 'моря', 'без', 'проблем', 'заселилися', 'раніше', 'адміністратори', 'ввічливі', 'та', 'були', 'раді', 'допомогти', 'Є', 'швидкий', 'Вайда', 'Номер', 'добрий', 'за', 'такі', 'гроші', 'було', 'майже', 'все', 'необхідне', 'гарячий', 'душ', 'стіл', 'з', 'посудом', 'кондиціонер', 'раковина', 'чисті', 'рушники']","['Не', 'було', 'плити', 'та', 'пральної', 'машини', 'витяжка', 'гучно', 'працює', 'коли', 'увімкнене', 'світло', 'в', 'ванній', 'кімнаті', 'вікна', 'лиш', 'у', 'верхній', 'частині', 'однієї', 'стіни', 'по', 'окріп', 'для', 'чаю', 'треба', 'йти', 'до', 'кулер', 'на', 'ресепшені', 'чайника', 'немає', 'в', 'номері']",9.2,10.0,1
4192,"['Місцезнаходження', 'в', 'пішій', 'доступності', 'від', 'ЖД', 'вокзалу', 'що']","['Місцезнаходження', 'в', 'пішій', 'доступності', 'від', 'ЖД', 'вокзалу', 'що', 'дуже', 'зручно', 'Поруч', 'парк', 'кафешки', 'В', 'готелі', 'в', 'кулер', 'є', 'гаряча', 'вода', 'можна', 'зробити', 'чай', 'каву', 'по', 'нашому', 'проханню', 'надали', 'праску', 'що', 'теж', 'є', 'дуже', 'зручно', 'В', 'номері', 'була', 'мікрохвильовка', 'посуд', 'кухонний', 'стіл', 'В', 'цілому', 'все', 'сподобалось', 'рекомендую']","['Таракан', 'в', 'номері']",8.3,10.0,0
4193,"['Вікенд', 'в', 'Одесі']","['приїхала', 'лише', 'на', 'вікенд', 'в', 'готелі', '1', 'ніч', 'тому', 'розташування', 'біля', 'вокзалу', 'було', 'в', 'пріоритеті', 'В', 'номері', 'чисто', 'затишно', 'є', 'гаряча', 'вода', 'мило', 'тапочки', 'полотен', 'Наявний', 'посуд', 'холодильник', 'мікрохвильова', 'Дуже', 'зручні', 'ліжка', ""м'яка"", 'постіль', 'тому', 'виспиться', 'гарно', 'Було', 'дивно', 'що', 'немає', 'електро', 'чайника', 'але', 'на', 'ресепшені', 'є', 'автомат', 'з', 'кавою', 'Писали', 'за', 'звуки', 'з', 'автомийки', 'не', 'було', 'чути', 'проте', 'стіни', 'справді', 'тонкі', 'В', 'цілому', 'рекомендую', 'і', 'якщо', 'що', 'звернусь', 'до', 'Колібрі', 'ще']",['Nan'],9.6,10.0,1
4194,"['привітний', 'і', 'дуже', 'хороший', 'адміністратор', 'зручна', 'локація']","['Неймовірно', 'привітний', 'персонал', 'зокрема', 'адміністратор', 'Саша', 'яка', 'допомагала', 'у', 'будь', 'якій', 'ситуації', 'Зручна', 'локація', 'поблизу', 'залізничного', 'вокзалу', 'номер', 'чистий', 'та', 'комфортний']",['Nan'],9.6,10.0,1
4195,"['Відпочивали', 'три', 'дні', 'все', 'супер']","['Відпочивали', 'три', 'дні', 'все', 'супер', 'Дозволили', 'нам', 'безкоштовно', 'заселилися', 'раніше', 'ніж', '14.00', 'В', 'номері', 'була', 'міні', 'кухня', 'навіть', 'з', 'миючим', 'засобом', 'для', 'посуду', 'Місцерозташування', 'дуже', 'хороше', 'Близько', 'до', 'вокзалу', 'Все', 'прекрасно', 'Раджу']","['Єдине', 'що', 'не', 'хватало', 'антиконкурентної', 'сітки', 'на', 'вікні', 'і', 'не', 'найкраща', 'шумоізоляція']",8.8,10.0,0
4196,['Рекомендуємо'],"['Гарно', 'оформлені', 'номери', 'затишно', 'чисто', 'Привітні', 'працівниці', 'Якісний', 'інтернет', 'І', 'остаточний', 'плюс', 'знаходиться', 'у', 'пішій', 'доступності', 'від', 'залізничного', 'вокзалу', 'що', 'для', 'нас', 'як', 'транзитних', 'пасажирів', 'було', 'дуже', 'зручно', 'Дякуємо', 'і', 'рекомендуємо']",['Nan'],10.0,10.0,1
4197,['Супер'],"['Ми', 'боронила', 'із', 'раннім', 'заїздом', 'Прибули', 'о', '4', 'ранку', 'залишили', 'речі', 'і', 'в', '7', 'можна', 'було', 'заїхати', 'Дякую', 'Недалеко', 'від', 'вокзалу', 'можна', 'пройти', 'пішки', 'Дуже', 'хороший', 'персонал', 'У', 'номері', 'Є', 'ВСЕ', 'необхідне', 'і', 'навіть', 'більше', 'холодильник', 'чайник', 'чашка', 'і', 'тд', 'у', 'адміністратора', 'можна', 'попросити', 'фен', 'і', 'праску', 'Це', 'міні', 'готель', 'заходити', 'можна', 'через', 'магнітний', 'ключ', 'тому', 'нікого', 'не', 'тривожив', 'приходь', 'коли', 'хочеш', 'Рекомендую']","['Все', 'супер']",9.6,10.0,1
4198,"['Приємні', 'світлі', 'просторі', 'номера', 'щирий', 'та', 'привітний']","['Приємні', 'світлі', 'просторі', 'номера', 'щирий', 'та', 'привітний', 'персонал', 'а', 'також', 'зручне', 'розміщення', 'самого', 'готелю', 'є', 'неабиякою', 'перевагою', 'як', 'і', 'низькі', 'ціни', 'які', 'неабияк', 'здивували']",['Nan'],10.0,10.0,1
4199,"['Чудовий', 'чистий', 'зручний', 'номер']","['Чудовий', 'чистий', 'зручний', 'номер', 'Все', 'в', 'робочому', 'стані', 'хороший', 'кондиціонер', 'хороша', 'сантехніка', 'Гарне', 'розташування', 'близько', 'до', 'вокзалу', 'Окреме', 'дякую', 'Насті', 'Хороший', 'та', 'дуже', 'ввічливий', 'працівник']",['Nan'],9.2,10.0,1
4200,"['Чудовий', 'хостел', 'для', 'вихідних', 'в', 'Одесі']","['1', 'Чисті', 'номери', 'нова', 'та', 'гарна', 'постільна', 'білизна', 'Наявність', 'рушників', 'мила', 'і', 'одноразових', 'лапок', '2', 'Всі', 'необхідні', 'речі', 'яких', 'немає', 'в', 'номері', 'можна', 'взяти', 'на', 'рецепції', 'Фен', 'праска', 'або', 'ж', 'штопор', 'Також', 'наявний', 'кулер', 'з', 'холодною', 'і', 'гарячою', 'водою', 'і', 'одноразовими', 'стаканчика', '3', 'Персонал', 'привітний', 'заселили', 'швидше', 'ніж', 'вказано', 'в', 'часі', 'заселення', 'Також', 'прибирають', 'і', 'міняють', 'рушники', 'як', 'тільки', 'вивісити', 'табличку', 'що', 'необхідне', 'прибирання', '4', 'Хостел', 'і', 'всі', 'меблі', 'або', 'техніка', 'нові', 'На', 'кухні', 'наявний', 'посуд', 'і', 'столові', 'прибори', '5', 'Зручне', 'розташування', 'До', 'ЖД', 'вокзалу', '5', '7', 'хв', 'до', 'центру', '40', 'хвилин', 'пішки', 'До', 'моря', '2', 'зупинки', 'від', 'вокзалу', 'трамваєм', 'Поблизу', 'наявні', 'магазини', 'з', 'продуктами']","['Розташування', 'Хостел', 'знаходиться', 'над', 'автомийки', 'саме', 'тому', 'шум', 'вночі', 'якщо', 'ваші', 'вікна', 'знаходяться', 'з', 'цією', 'сторони']",9.6,10.0,1
4201,"['Одного', 'разу', 'в', 'Одесі']","['Мені', 'дуже', 'сподобався', 'відпочинок', 'у', 'готелі', 'Колібрі', 'По', 'перше', 'зручне', 'розташування', 'до', 'вокзалу', '5', 'хв', 'пішки', 'Дуже', 'чистий', 'та', 'затишний', 'готель', 'Є', 'кондиціонер', 'який', 'дуже', 'добре', 'охолоджує', 'в', 'жару', 'саме', 'то', 'ще', 'треба', 'Wi', 'fi', 'класно', 'працює', 'Адміністратор', 'Настя', 'привітна', 'дівчинка', 'у', 'всьому', 'нам', 'допомагала', 'Надали', 'нам', 'і', 'праску', 'і', 'дошку', 'для', 'прасування', 'А', 'ще', 'ми', 'приїхали', 'в', '11', 'годині', 'а', 'не', 'в', '14', 'як', 'повинен', 'бути', 'заїзд', 'і', 'нас', 'люб', 'язно', 'поселили', 'За', 'що', 'дуже', 'вдячна', 'Також', 'за', 'додаткову', 'плату', 'ми', 'домовились', 'за', 'пізній', 'виїзд', 'Загалом', 'ми', 'дуже', 'задоволені', 'і', 'рекомендуємо', 'цей', 'готель']",['Nan'],10.0,10.0,1
4202,"['Враження', 'від', 'готелю', 'та', 'номеру', 'гарні', 'спокійно', 'та', 'комфортно']","['Чудовий', 'номер', 'просторий', 'світлий', 'є', 'кондиціонер', 'міні', 'кухня', 'з', 'усім', 'необхідним', 'Ліжко', 'гарне', 'виспалися', 'добре', 'Недалеко', 'від', 'вокзалу', 'дуже', 'зручно', 'бо', 'не', 'треба', 'думати', 'про', 'транспорт', 'туди', 'і', 'звідки', 'Все', 'чисте', 'свіже', 'білі', 'рушники', 'та', 'постіль', 'шампуні', 'та', 'мило', 'Є', 'капці', 'ложка', 'для', 'взуття', 'Близько', 'трьох', 'розеток', 'для', 'гаджетів', 'привітний', 'персонал', 'враження', 'тільки', 'позитивні', 'кулер', 'з', 'водою', 'на', 'ресепшені', 'окремий', 'плюс']","['Було', 'би', 'чудово', 'прибрати', 'або', 'замінити', 'гумові', 'килимі', 'у', 'ванній', 'кімнаті', 'бо', 'дуже', 'ріжуть', 'ноги', 'Думаю', 'досить', 'було', 'би', 'просто', 'плитки', 'вона', 'НЕ', 'слизька', 'та', 'на', 'неї', 'можна', 'підстелити', 'рушник', 'для', 'ніг', 'І', 'ще', 'живі', 'квіти', 'були', 'би', 'приємніші', 'за', 'штучні']",9.2,10.0,1
4203,"['Хороший', 'варіант', 'переночувати', 'для', 'поїздок', 'у', 'справах']","['Сподобалось', 'те', 'що', 'розташовано', 'готель', 'недалеко', 'від', 'залізничного', 'вокзалу', 'Є', 'невеличка', 'кухня', 'капці', 'білі', 'рушники', 'біла', 'постіль', 'кондиціонер', 'навіть', 'сушарка', 'для', 'речей', 'фен', 'та', 'праску', 'дають', 'по', 'запиту', 'на', 'рецепції', 'номер', 'невеликий', 'але', 'затишний', 'Персонал', 'чемний', 'приємний', 'в', 'спілкуванні']","['Не', 'сподобалось', 'те', 'що', 'номер', 'виходив', 'віконцем', 'над', 'самою', 'шийкою', 'машин', 'після', '23', 'години', 'ще', 'був', 'шум', 'мийки', 'та', 'розмови', 'власників', 'авто', 'З', 'ранку', 'історія', 'та', 'сама', 'Трохи', 'брудна', 'підлога', 'була', 'біля', 'вхідних', 'дверей', 'Немає', 'порогів', 'під', 'вхідними', 'дверима', 'тому', 'було', 'дуже', 'чутно', 'коли', 'о', '2-й', 'ночі', 'хтось', 'поруч', 'заселявся', 'Можливо', 'в', 'номерах', 'які', 'виходять', 'на', 'інший', 'бік', 'зовсім', 'інша', 'картина']",7.9,10.0,0
4204,['Чудово'],"['Чистий', 'та', 'зручний', 'номер', 'із', 'холодильником', 'та', 'міні', 'кухнею', 'Також', 'було', 'кілька', 'запасних', 'ковдр', 'а', 'найголовніше', 'для', 'літа', 'то', 'це', 'кондиціонер', 'санвузол', 'теж', 'був', 'прибраний', 'сантехніка', 'у', 'хорошому', 'стані', 'Загалом', 'усе', 'що', 'треба', 'для', 'бюджетного', 'і', 'комфортного', 'відпочинку']",['Nan'],9.6,10.0,1
4205,"['Зручне', 'ліжко', 'комфортні', 'подушки', 'та', 'якісна', 'постільна']","['Зручне', 'ліжко', 'комфортні', 'подушки', 'та', 'якісна', 'постільна', 'білизна']","['шумоізоляція', 'відсутня', 'в', '23.00', 'вам', 'в', 'стінку', 'будуть', 'стукати', 'щоб', 'ваша', 'дитина', 'більше', 'не', 'говорила', 'ні', 'слова', 'бо', 'заважає']",6.7,10.0,0
4206,"['для', 'короткого', 'перебування', 'дуже', 'непогано', 'все', 'нове', 'в', 'гарному', 'стані', 'але', 'з', 'дитиною', 'ще', 'раз', 'не', 'зупинюсь']","['великим', 'плюсом', 'було', 'те', 'що', 'мені', 'дуже', 'швидко', 'підтвердили', 'можливість', 'бронювання', 'додаткової', 'ночі', 'в', 'дуже', 'короткі', 'сроки', 'розташування', 'не', 'далеко', 'від', 'вокзалу', 'але', 'з', 'дитиною', 'дійти', 'пішки', 'шансів', 'не', 'багато', 'ми', 'заїхали', 'о', '00', 'ночі', 'зробили', 'знижку', '10', 'за', '1', 'ніч', 'бойлер', 'сушарка', 'до', 'одягу', 'велика', 'кількість', 'рушників', 'і', 'все', 'що', 'було', 'заявлено']","['номер', 'не', 'був', 'належно', 'прибраний', 'до', 'заїзду', 'в', 'неочікуваних', 'місцях', 'лежало', 'волосся', 'і', 'купки', 'пилу', 'вночі', 'дуже', 'заважала', 'мийка', 'машин', 'яка', 'знаходиться', 'на', 'першому', 'поверсі', 'вона', 'цілодобова', 'стіни', 'тонкі', 'і', 'коли', 'прийшли', 'сусіди', 'що', 'жили', 'за', 'сусід', 'стіною', 'було', 'чутно', 'все', 'що', 'вони', 'говорили', 'а', 'о', '1', 'год', 'ночі', 'хотілось', 'би', 'спати']",6.7,10.0,0
4207,"['Загалом', 'дуже', 'сподобалося', 'Наступного', 'разу', 'коли', 'будемо', 'в', 'Одесі', 'вже', 'знаємо', 'де', 'зупинимось']","['Нам', 'з', 'колегою', 'дуже', 'сподобалося', 'Чисто', 'просторо', 'світло', 'Багато', 'місця', 'щоб', 'розмістити', 'речі', 'Адже', 'двом', 'дівчатам', 'завжди', 'місця', 'бракує', 'Цього', 'разу', 'вистачило', 'на', 'всіх', 'Дуже', 'зручно', 'і', 'затишно', 'Трішки', 'переймалися', 'бо', 'під', 'нами', 'була', 'автомийка', 'але', 'ніякого', 'шуму', 'через', 'це', 'не', 'було', 'Персонал', 'ввічливий', 'і', 'уважний', 'На', 'рецепції', 'є', 'фен', 'праска', 'навіть', 'чайника', 'дали', 'коли', 'ми', 'попросили']","['Єдині', 'два', 'мінуси', 'поламався', 'бачок', 'в', 'унітазі', 'і', 'трішки', 'погано', 'працює', 'витяжка', 'у', 'душі']",10.0,10.0,1
4208,"['Загалом', 'нам', 'з', 'чоловіком', 'номер', 'сподобався', 'Будемо', 'рекомендувати', 'друзям']","['В', 'готелі', 'тихо', 'та', 'спокійно', 'Розташування', 'зручне', 'оскільки', 'помешкання', 'знаходиться', 'неподалік', 'від', 'залізничного', 'вокзалу', 'телебачення', 'wi', 'fi', 'окремий', 'душ', 'холодильник']","['Відсутність', 'плити', 'або', 'мікрохвильової', 'печі']",8.3,10.0,0
4209,"['мій', 'фаворит', 'в', 'Одесі']","['Колібрі', 'супер', 'номер', 'просторий', 'гарний', 'є', 'все', 'що', 'потрібно', 'не', ""пам'ятаю"", 'за', 'пральну', 'машину', 'не', 'користувалися', 'Персонал', 'привітний', 'навіть', 'у', '7', 'ранку', 'Ми', 'забули', 'попередити', 'що', 'приїдемо', 'набагато', 'раніше', 'запланованого', 'але', 'нас', 'без', 'проблем', 'заселили', 'Немає', 'розпорядку', 'дня', 'ви', 'можете', 'повертатися', 'додому', 'у', 'будь', 'який', 'час', 'вам', 'видають', 'ключі', 'Є', 'мікрохвильовка', 'та', 'холодильник', 'посуд']","['Хотілося', 'б', 'мати', 'особистий', 'чайник', 'у', 'кімнаті']",9.6,10.0,1
4210,"['Колібрі', 'міні', 'отель', 'та', 'тут', 'дуже', 'затишно']","['Сподобалась', 'наявність', 'кондиціонера', 'холодильника', 'і', 'обігрівача', 'Були', 'присутні', 'кімнатні', 'тапочки', 'мило', 'шампунь', 'рушники', 'Персонал', 'прийняв', 'нас', 'з', 'гостинністю', 'було', 'спокійно', 'та', 'комфортно', 'Сюди', 'хочеться', 'повертатися', 'ще']",['Nan'],9.6,10.0,1
4211,"['Вцілому', 'добре']",['Nan'],"['Дуже', 'тонкі', 'двері', 'Людям', 'з', 'чутливим', 'сном', 'буде', 'некомфортно', 'спати', 'все', 'чути']",7.1,10.0,0
4212,"['Думала', 'що', 'оплата', 'буде', 'через', 'Букине', '500', 'грн']","['Близько', 'до', 'вокзалу', 'Гаряча', 'вода', 'Всі', 'зручності']","['Номер', '5', 'поруч', 'з', 'технічним', 'Періодично', 'голосно', 'гриміло', 'вдень', 'і', 'серед', 'ночі', 'обладнання']",7.0,10.0,0
4213,"['Було', 'дуже', 'чисто']","['Було', 'дуже', 'чисто', 'Адміністрація', 'пішла', 'на', 'зустріч', 'і', 'поселила', 'раніше', '14']",['Nan'],7.9,10.0,0
4214,"['Розміщення', 'обслуговування', 'комфорт', 'персонал', 'все', 'на']","['Розміщення', 'обслуговування', 'комфорт', 'персонал', 'все', 'на', 'гарному', 'рівні']",['Nan'],10.0,10.0,1
4215,"['Сподобалось', 'все']","['Сподобалось', 'все', 'заселили', 'нас', 'о', '8', 'ранку', 'Номер', 'чистий', 'комфортний', 'є', 'все', 'необхідне', 'для', 'проживання', 'Персонал', 'відмінний']",['Nan'],9.6,10.0,1
4216,"['Сподобалась', 'чиста', 'Біла', 'постіль']","['Сподобалась', 'чиста', 'Біла', 'постіль']","['Дуже', 'маленька', 'кімната']",9.2,10.0,1
4217,"['комфортний', 'відпочинок']","['Близько', 'до', 'центру', 'дуже', 'класні', 'умови', 'за', 'низьку', 'ціну', 'чистота']",['Nan'],10.0,10.0,1
4218,"['Зручне', 'затишне', 'помешкання', 'поряд', 'з', 'вокзалом']","['Готель', 'зручно', 'розташований', 'недалеко', 'від', 'вокзалу', 'Номер', 'чистий', 'світлий', 'просторий', 'У', 'номері', 'є', 'мікрохвильовка', 'посуд', 'Свіжий', 'ремонт', 'Все', 'нове']",['Nan'],10.0,10.0,1
4219,"['Все', 'ок']","['Все', 'ок']",['Nan'],10.0,10.0,1
4220,"['комфортний', 'відпочинок']","['Дуже', 'чисто', 'місто', 'розташування', 'спокійне', 'ліжечко', 'для', 'дитини', 'доставили', 'безкоштовно', 'Персонал', 'привітний']",['Nan'],10.0,10.0,1
4221,"['Неймовірно', 'чистий', 'номер', 'приємний', 'та', 'зручний', 'дизайн']","['Неймовірно', 'чистий', 'номер', 'приємний', 'та', 'зручний', 'дизайн', 'Зручне', 'розташування', 'приємний', 'персонал', 'Все', 'сподобалось', 'рекомендую']",['Nan'],10.0,10.0,1
4222,"['Прекрасне', 'розташування', '-10', 'хв', 'від', 'залізничного', 'вокзалу', 'пішки']","['Прекрасне', 'розташування', '-10', 'хв', 'від', 'залізничного', 'вокзалу', 'пішки', 'та', 'чудові', 'дівчата', 'що', 'працюють', 'в', 'готелі', 'Рекомендую']",['Nan'],9.2,10.0,1
4223,['Рекомендую'],"['Чисто', 'затишно', 'привітний', 'персонал', 'адекватна', 'вартість']","['Погана', 'звукоізоляція', 'немає', 'чайника', 'в', 'номері']",9.6,10.0,1
