Unnamed: 0,title_ru,pos_text_ru,neg_text_ru,ratingValue,bestRating,hotel,title,pos_text,neg_text
1616,Осень в Ивано-Франковске,"Тихое место рядом с парком и озером. Чисто, недорого и по по-домашнему. Отличный отзывчивый персонал! Рядом с гостиницей есть спорт колледж - там есть столовая с более чем приятными ценами)",Все ок!,10.0,10.0,prykarpattya.uk.html,Осінь в Івано-Франківську,"Тихе місце поруч з парком і озером. Чисто, недорого і по по-домашньому. Відмінний чуйний персонал! Поруч з готелем є спорт коледж - там є їдальня з більш ніж приємними цінами)",Все ОК!
1617,"расположение, рядом озеро и парк, относительно чисто в...","расположение, рядом озеро и парк, относительно чисто в номерах (если не присматриваться:), есть завтрак, который на махонькой кухне готовит очень отзывчивая повар",советский дух:),8.8,10.0,prykarpattya.uk.html,"розташування, поруч озеро і парк, відносно чисто в ...","розташування, поруч озеро і парк, відносно чисто в номерах (якщо не придивлятися :), є сніданок, який на маленькой кухні готує дуже чуйна кухар",радянський дух :)
1618,"Хорошее впечатление. Недорого, сервис соответствующий","Свежий завтрак приготовили конкретно для меня, заварили кофе. Все как обещали. И проблему быстро решают без проволочек. Тихо, спокойно, демократично. По такой стоимости вполне приемлемо","В номере не было горячей воды, но проблему быстро решили. Следует учесть, к стоимости добавляется регистрационный сбор.",7.5,10.0,prykarpattya.uk.html,"Гарне враження. Недорого, сервіс відповідний","Свіжий сніданок приготували конкретно для мене, заварили кави. Все як обіцяли. І проблему швидко вирішують без зволікань. Тихо, спокійно, демократично. За такої вартості цілком прийнятно","У номері не було гарячої води, але проблему швидко вирішили. Слід врахувати, до вартості додається реєстраційний збір."
1619,Отличная гостиница,"Приветливый персонал, кофе которое можно купить на ресепшн, месторасположение",В номере было холодно. Чересчур. Выйдя из душа можно просто окалеть и заболеть,8.3,10.0,prykarpattya.uk.html,Відмінний готель,"Привітний персонал, кава яке можна купити на ресепшн, місце розташування",У номері було холодно . Надто . Вийшовши з душу можна просто Клеть і захворіти
1620,Решить вопрос с подогревом воды. Котельня слишком дымит!,"Прекрасное месторасположение вблизи городского парка и озера, приветливый и отзывчивый персонал, спальные принадлежности и номер в хорошем состоянии, удобная кровать, отличное соотношение цена-качество. В целом, отель очень хорош для короткой деловой поездки.","Окна одноместного номера выходят на котельню (бойлерную). Из-за того, что котел отапливается дровами, в номере постоянно присутствует запах дыма. Это делает невозможным сон с открытым окном.  Ну, а с закрытым окном в теплое время года спать тоже очень не комфортно...Стоимость завтрака в ресторане явно завышена. Так, за чашку капучино и небольшой блинчик с творогом, в котором практически не было начинки, пришлось заплатить  52 грн.",7.9,10.0,prykarpattya.uk.html,Вирішити питання з підігрівом води. Котельня занадто димить!,"Прекрасне місце розташування поблизу міського парку та озера, привітний і чуйний персонал, спальне приладдя і номер в хорошому стані, зручне ліжко, відмінне співвідношення ціна-якість. В цілому, готель дуже хороший для короткої ділової поїздки.","Вікна одномісного номера виходять на котельню (бойлерних). Через те, що котел опалюється дровами, в номері постійно присутній запах диму . Це унеможливлює сон з відкритим вікном . Ну, а з закритим вікном в теплу пору року спати теж дуже не комфортно...Вартість сніданку в ресторані явно завищена . Так, за чашку капучіно і невеликий млинець з сиром, в якому практично не було начинки, довелося заплатити 52 грн."
1621,За бюджетые деньги довольно неплохой номер.,"Неожиданно много места как для номера для одного человека :) Стол письменный, столик журнальный, шкаф, тумбочки - можно жить в недельной командировке без стеснения. Шикарный парк и озеро рядом! Летом там, наверно, просто ошеломляющий вид. В комнате было прохладно, но это - плюс, потому что лично я между ""лишняя кофта или духота"" однозначно выбираю первое.","В ванной отчетливо пахло сыростью и был грибок на стенках душевой кабины внизу, возле поддона.",7.5,10.0,prykarpattya.uk.html,За бюджет гроші досить непоганий номер.,"Несподівано багато місця як для номера для однієї людини :) Стіл письмовий, столик журнальний, шафа, тумбочки - можна жити в тижневої відрядженні без сорому . Шикарний парк і озеро поруч! Влітку там, напевно, просто приголомшливий вигляд . В кімнаті було прохолодно, але це - плюс, тому що особисто я між & quota; зайва кофта або задуха & quota; однозначно обираю перше.","У ванній чітко пахло вогкістю і був грибок на стінах душової кабіни внизу, біля піддону."
1622,"Приятный персонал, рядом с гостиницей шикарное озеро и парк.","Приятный персонал, рядом с гостиницей шикарное озеро и парк. До центра можно дойти пешком. Чисто, уютно, мне понравилось, рекомендую",,10.0,10.0,prykarpattya.uk.html,"Приємний персонал, поруч з готелем шикарне озеро і парк.","Приємний персонал, поруч з готелем шикарне озеро і парк. До центру можна дійти пішки. Чисто, затишно, мені сподобалося, рекомендую",Nan
1623,Очень понравилось.,"Лучшее место в городе для отдыха , рядом озеро и красивый парк! Внимательный персонал, в номере чистота.","Номер небольшой, но соответствует цене.",8.8,10.0,prykarpattya.uk.html,Дуже сподобалось.,"Найкраще місце в місті для відпочинку, поруч озеро і красивий парк! Уважний персонал, в номері чистота.","Номер невеликий, але відповідає ціні."
1624,Замечательные завтраки,Замечательные завтраки,Осовременить номера,7.9,10.0,prykarpattya.uk.html,чудові сніданки,чудові сніданки,осучаснити номери
1625,завтрак,завтрак,все,5.0,10.0,prykarpattya.uk.html,сніданок,сніданок,Усе
1626,Цена/качество,Цена/качество,Снаружи красиво/изнутри номера совок,6.7,10.0,prykarpattya.uk.html,Ціна якість,Ціна якість,Зовні красиво / зсередини номера совок
1627,Все хорошо.,Все хорошо.,,10.0,10.0,prykarpattya.uk.html,Все добре.,Все добре.,Nan
1628,"Расположение не плохое - рядом парк с озером, до центра не...","Расположение не плохое - рядом парк с озером, до центра не спеша можно прогуляться за минут 20-30. Персонал в общем-то хороший.","Как только заселилась в номер - не было воды вообще никакой, пришлось дополнительно просить чтоб включили. Включили, но напор был такой, что когда мылась - было страшно что в любой момент она может закончиться. Также, я конечно понимаю, что это эконом-вариант, но шторку в душе можно и повесить! Это же мелочь! Окно в комнате не закрывалось! Благо было не холодно, и поскольку заселилась ночью и была очень уставшая - из-за окна разбираться после воды уже не пошла. Но утром проснулась от громкого крика птиц и строителей со стройки соседнего здания. Вайфай вроде подключался, но был настолько слабым, что реально интернетом с его помощью воспользоваться было невозможно.",5.0,10.0,prykarpattya.uk.html,"Розташування хороше - поруч парк з озером, до центру не ...","Розташування хороше - поруч парк з озером, до центру не поспішаючи можна прогулятися за хвилин 20-30. Персонал в общем-то хороший.","Як тільки заселилися в номер - не було води взагалі ніякої, довелося додатково просити щоб включили . Включили, але натиск був такий, що коли милася - було страшно що в будь - який момент вона може закінчитися . Також, я звичайно розумію, що це економ - варіант, але Шторк в душі можна і повісити! Це ж дрібниця! Вікно в кімнаті не закривалося! Благо було не холодно, і оскільки заселилися вночі і була дуже втомлена - через вікна розбиратися після води вже не пішла . Але вранці прокинулася від гучного крику птахів і будівельників з будівництва сусіднього будинку . Вайда на кшталт підключався, але був настільки слабким, що реально інтернетом з його допомогою скористатися було неможливо."
1629,Расположение гостиницы - возле городского озера и недалеко...,Расположение гостиницы - возле городского озера и недалеко от центра. Практическое отсутствие постояльцев - тишина и спокойствие на этажах.,"В номере за 290 грн грязно, полотенца старые, после первого вытирания появляется от них неприятный запах; телевизор работает от эфирной антенны, расположенной в комнате - качество и количество ТВ каналов - никакое; полотенцесушитель холодный; в гостинице нету буфета, столовой - ничего! Завтрак - с 10:00 в ресторане за углом...",5.4,10.0,prykarpattya.uk.html,Розташування готелю - біля міського озера і недалеко ...,Розташування готелю - біля міського озера і недалеко від центру. Практична відсутність постояльців - тиша і спокій на поверхах.,"У номері за 290 грн брудно, рушники старі, після першого витирання з & #39; являється від них неприємний запах; телевізор працює від ефірної антени, розташованої в кімнаті - якість і кількість ТВ каналів - ніяке; Повелитель холодний; в готелі немає буфету, їдальні - нічого! Сніданок - з 10 : 00 в ресторані за рогом ..."
1630,"Чистый номер, есть всё необходимое.","Чистый номер, есть всё необходимое. Хорошее место, чтобы переночевать и привести себя в порядок, рядом городское озеро и парк, недалеко от центра, легко добраться.  Соотношение цена/качество отличные.","Вода пропала в процессе купания, но её быстро вернули после обращения к администратору.  Шум от стройки, но это не мешало отдыхать.",8.3,10.0,prykarpattya.uk.html,"Чистий номер, є все необхідне.","Чистий номер, є все необхідне. Гарне місце, щоб переночувати і привести себе в порядок, поруч міське озеро і парк, недалеко від центру, легко дістатися. Співвідношення ціна / якість відмінні.","Вода зникла в процесі купання, але її швидко повернули після звернення до адміністратора. Шум від будівництва, але це не заважало відпочивати."
1631,"Рядом парк, озеро.","Рядом парк, озеро. К центру можно дойти по пешеходной улице Шевченко, которая берет свое начало, рядом с парком.","Не хватало коврика в ванной. Из душевой кабинки подтекало на пол, пришлось использовать полотенце. Далековато от центра.",7.9,10.0,prykarpattya.uk.html,"Поруч парк, озеро.","Поруч парк, озеро. До центру можна дійти по пішохідній вулиці Шевченка, яка бере свій початок, поруч з парком.","Не вистачало килимка у ванній . З душової кабінки протікало на підлогу, довелося використовувати рушник . Далеко від центру."
1632,"красивое место расположения - среди парка, рядом с парком.","красивое место расположения - среди парка, рядом с парком. До центра и достопримечательностей города 15 минут прогулки через парк",минус - строительство за окном,7.5,10.0,prykarpattya.uk.html,"гарне місце розташування - серед парку, поруч з парком.","гарне місце розташування - серед парку, поруч з парком. До центру і пам&#39;яток міста 15 хвилин прогулянки через парк",мінус - будівництво за вікном
1633,Вообще кошмар.,Вообще кошмар.,"Приехал в гостиницу, не мог  найти администратора, а когда заспанная девушка вышла , то спросила кто я.Конечно я ответил, но суть совершшенно даже не в этом.Там полным ходом шел ремонт.И  было из за это грязно и тяжело было дышать.Сами же номера, то здесь вообще не стоит комментировать. Как вообще можно таким ""сараям"", заявлять , что это гостиница?!",2.5,10.0,prykarpattya.uk.html,Взагалі кошмар.,Взагалі кошмар.,"Приїхав в готель, не міг знайти адміністратора, а коли заспана дівчина вийшла, то запитала хто я . Конечно я відповів, але суть совершенно навіть не в етом . Там повним ходом йшов ремонт . І було через це брудно і важко було кишать . Самі ж номера, то тут взагалі не варто коментувати . Як взагалі можна таким & quota; сараїв & quota;, заявляти, що це готель?!"
1634,"Очень удобный, чистый номер с ремонтом.","Очень удобный, чистый номер с ремонтом. Как на 160 грн за одноместный - отличное сочетание цена/качество.",Нет пандуса и лифта либо швейцара :),8.8,10.0,prykarpattya.uk.html,"Дуже зручний, чистий номер з ремонтом.","Дуже зручний, чистий номер з ремонтом. Як на 160 грн за одномісний - відмінне поєднання ціна / якість.",Ні пандуса і ліфта або швейцара :)
1635,Красивое место,Красивое место,,7.5,10.0,prykarpattya.uk.html,Гарне місце,Гарне місце,Nan
1636,Рядом красивый парк.,Рядом красивый парк.,В люксе все ковровые дорожки воняют старостью.,4.2,10.0,prykarpattya.uk.html,Поруч красивий парк.,Поруч красивий парк.,В люксі все килимові доріжки смердять старістю.
1637,Терпимо.,Терпимо.,,5.4,10.0,prykarpattya.uk.html,Терпимо.,Терпимо.,Nan
1638,Место расположения.,"Место расположения. Рядом парк, озеро.",Гостиница образца 70-х годов,5.4,10.0,prykarpattya.uk.html,Місце розташування.,"Місце розташування. Поруч парк, озеро.",Готель зразка 70-х років
1639,Хороший отель,"Отель находится в центре города, поблизости много кафе, ресторанов.
Завтраки очень вкусные, сытные, выбор по меню. Персонал везде приветливый и гостеприимный. На входе есть охрана. Нельзя не отметить хорошую работу горничных.","Ободранные обои, мебель , вентиляция на скотче немного портят общее впечатление от отеля. Звукоизоляция оставляет желать лучшего; слышно все, что происходит в соседнем номере и в коридоре.",9.2,10.0,hotal-atrium.uk.html,Хороший готель,"Готель знаходиться в центрі міста, поблизу багато кафе, ресторанів. Сніданки дуже смачні, ситні, вибір по меню. Персонал всюди привітний і гостинний. На вході є охорона. Не можна не відзначити хорошу роботу покоївок.","обдерті шпалери, меблі, вентиляція на скотч трохи псують загальне враження від готелю . звукоізоляція залишає бажати кращого; чутно все, що відбувається в сусідньому номері і в коридорі."
1640,"Расположение, завтрак,   неплохо организован санузел
","Расположение, завтрак,   неплохо организован санузел","Ночью покусали комары, не давали отдохнуть. Ну и вид из окна во двор... Спасибо что есть окно. Правда они на проветривание не открываются. Пол с ковровым покрытием, пыли многовато.",6.7,10.0,hotal-atrium.uk.html,"Розташування, сніданок, непогано організований санвузол","Розташування, сніданок, непогано організований санвузол","Вночі покусали комарі, не давали відпочити . Ну і вид з вікна у двір...Дякую що є вікно . Правда вони на провітрювання не відкриваються . Пол з килимовими покриттям, пилу забагато."
1641,Уютный отель в самом центре города,"Расположение прекрасное: в самом центре города, до вокзала пешком 20 минут. Но при этом в номере чисто, тихо и уютно. Персонал приятный, вежливый. Разрешили оставить вещи после сдачи номера. Завтрак очень вкусный, не обычный континентальный, а в виде меню на выбор.",В душевой немного протекала кабинка.,8.8,10.0,hotal-atrium.uk.html,Затишний готель в самому центрі міста,"Розташування прекрасне: в самому центрі міста, до вокзалу пішки 20 хвилин. Але при цьому в номері чисто, тихо і затишно. Персонал приємний, ввічливий. Дозволили залишити речі після здачі номера. Сніданок дуже смачний, не звичайний континентальний, а у вигляді меню на вибір.",У душовій трохи протікала кабінка.
1642,"Подойдет как для короткого пребывания, так и для остановки на несколько дней.","Завтрак понравился, хотя предложения стандартные, большой выбор. Расположение отличное, вы в центре.","Номер под крышей, чтобы поднять штору на окне и иметь дневное освещение пришлось залезть на стол и до конца это не удалось сделать. Днем в номере было недостаточно света. В номере нет мини-бара",10.0,10.0,hotal-atrium.uk.html,"Підійде як для короткого перебування, так і для зупинки на кілька днів.","Сніданок сподобався, хоча пропозиції стандартні, великий вибір. Розташування відмінне, ви в центрі.","Номер під дахом, щоб підняти штору на вікні і мати денне освітлення довелося залізти на стіл і до кінця це не вдалося зробити. Днем в номері було недостатньо світла. У номері немає міні-бару"
1643,Мне понравилось всё.,Мне понравилось всё. С большим удовольствием приеду снова . Большое спасибо персоналу за хороший приём и сервис,🤗Мне понравилось всё. Спасибо большое за хороший приём 🤗,10.0,10.0,hotal-atrium.uk.html,Мені сподобалося все.,Мені сподобалося все. З великим задоволенням приїду знову. Велике спасибі персоналу за хороший прийом і сервіс,🤗Мне сподобалося все. Спасибо большое за хороший прийом 🤗
1644,В моем номере не работал вайфай.,,"В моем номере не работал вайфай. 
О том, что завтрак готовится 15 минут, нужно сообщать заранее. Из-за брака времени, позавтракать мне так и не удалось.",6.7,10.0,hotal-atrium.uk.html,У моєму номері не працював Вайда.,Nan,"У моєму номері не працював Вайда . Про те, що сніданок готується 15 хвилин, потрібно повідомляти заздалегідь . Через брак часу, поснідати мені так і не вдалося."
1645,Отвратительный ресторан и персонал в нем,,"В ресторане, где предусмотрены завтраки - просто отвратительный персонал. Подходят с кислым лицом, общаются натянуто, а между собой громко матерятся, что слышно всем посетителям! Мы пропустили последний завтрак там, и предпочли сходить в другой ресторан. Сами завтраки низкого укачества, много жира. Понимаем, что это особенность кухни Западного региона, но у вас гости не (только) из Франковска, ребята, дайте хоть какой-то выбор еды, которая не плавает в масле.",6.3,10.0,hotal-atrium.uk.html,Огидний ресторан і персонал в ньому,Nan,"У ресторані, де передбачені сніданки - просто огидний персонал . Підходять з кислим обличчям, спілкуються натягнуто, а між собою голосно матюкаються, що всі чули його відвідувачам! Ми пропустили останній сніданок там, і вважали за краще сходити в інший ресторан . Самі сніданки низького качества, багато жиру . Розуміємо, що це особливість кухні Західного регіону, але у вас гості не (тільки) з Франківська, хлопці, дайте хоч якийсь вибір їжі, яка не плаває в маслі."
1646,"Отель в центре города, комфортный номер, услужливый персонал.","Отель в центре города, комфортный номер, услужливый персонал. Хороший завтрак, вкусный кофе. Красивый ресепшн. В номере питьевая вода, принадлежности.","С парковкой проблемы. Тапочки не качественные, пришлось ходить босиком. Либо уберите их, либо замените на качественные. В номере нет холодильника. Часто было шумно при открытом окне.",9.6,10.0,hotal-atrium.uk.html,"Готель в центрі міста, комфортний номер, послужливо персонал.","Готель в центрі міста, комфортний номер, послужливо персонал . Хороший сніданок, смачну каву . Гарний ресепшн . У номері питна вода, приналежності.","З паркуванням проблеми. Тапочки не якісні, довелося ходити босоніж. Або приберіть їх, або замініть на якісні. У номері немає холодильника. Часто було шумно при відкритому вікні."
1647,Хорошее расположение отеля.,"Хорошее расположение отеля. Не большой, уютный. Ранний завтрак, готовый на оговоренное время.",Хотелось бы иметь в ванной комнате ушные палочки и ватные тампоны.,9.6,10.0,hotal-atrium.uk.html,Гарне розташування готелю.,"Гарне розташування готелю. Не великий, затишний. Ранній сніданок, готовий на обумовлений час.",Хотілося б мати у ванній кімнаті вушні палички і ватні тампони.
1648,"Отель в самом центре города, небольшой и очень уютный.","Отель в самом центре города, небольшой и очень уютный. Персонал приветливый и вежливый. Номер чистый, просторный. Вкусный и сытный завтрак включён в стоимость. Также есть ресторан, где можно пообедать или поужинать. Рекомендую!",,10.0,10.0,hotal-atrium.uk.html,"Готель в самому центрі міста, невеликий і дуже затишний.","Готель в самому центрі міста, невеликий і дуже затишний. Персонал привітний і ввічливий. Номер чистий, просторий. Смачний і ситний сніданок включений у вартість. Також є ресторан, де можна пообідати чи повечеряти. Рекомендую!",Nan
1649,Отель находится на центральной площади города.,"Отель находится на центральной площади города.  При отеле ресторан и кафе с открытой террасой. Просторные, чистые номера. Тихо. Хороший завтрак.","Отель находится в пешеходной зоне, потому человеку, не знающему местную географию, будет очень тяжело подъехать к отелю на своей машине.",10.0,10.0,hotal-atrium.uk.html,Готель знаходиться на центральній площі міста.,"Готель знаходиться на центральній площі міста. При готелі ресторан і кафе з відкритою терасою. Просторі, чисті номери. Тихо. Хороший сніданок.","Готель знаходиться в пішохідній зоні, тому людині, що не знає місцеву географію, буде дуже важко під&#39;їхати до готелю на своїй машині."
1650,Отель в самом центре города за не высокую стоимость!,"Отель в самом центре города за не высокую стоимость!!!
Завтрак очень вкусный, включен.
Персонал приятный.
Идеальное соотношение. Остался под впечатлением 🙂",,10.0,10.0,hotal-atrium.uk.html,Готель в самому центрі міста за невисоку вартість!,"Готель в самому центрі міста за невисоку вартість !!! Сніданок дуже смачний, включений. Персонал приємний. Ідеальне співвідношення. Залишився під враженням 🙂",Nan
1651,"Очень чисто, не придраться даже при желании.","Очень чисто, не придраться даже при желании. Хороший ремонт, современная сантехника. Стильное фойе возле рецепции. Превосходное расположение - прямо в самом центре города. С местом для парковки не было проблем.","К сожалению, оказалось невозможным оплатить счет кредитной картой. Но банкомат находится прямо возле входа в здание, так что больших проблем обналичить нужную сумму не составило. Кроме того, в однокомнатном номере под крышей не было возможности открыть окно (там мансардное окно). Так что пришлось провертривать исключительно с помощью кондиционера.",8.8,10.0,hotal-atrium.uk.html,"Дуже чисто, не причепитися навіть при бажанні.","Дуже чисто, не причепитися навіть при бажанні. Хороший ремонт, сучасна сантехніка. Стильне фойє біля рецепції. Чудове розташування - прямо в самому центрі міста. З місцем для парковки не було проблем.","На жаль, виявилося неможливим оплатити рахунок за допомогою кредитної картки . Але банкомат знаходиться прямо біля входу в будівлю, так що великих проблем перевести в готівку потрібну суму не склало . Крім того, в однокімнатної номері під дахом не було можливості відкрити вікно (там мансардний вікно). Так що довелося проверить виключно за допомогою кондиціонера."
1652,"Чистый номер, расположение в центре, отличный персонал","Чистый номер, расположение в центре, отличный персонал","Можно было бы улучшить   ремонт номеров, потому что выглядеть немного уставшие, старые рештки вентиляторов,  кое-где пожелтевшие обои",8.8,10.0,hotal-atrium.uk.html,"Чистий номер, розташування в центрі, відмінний персонал","Чистий номер, розташування в центрі, відмінний персонал","Можна було б поліпшити ремонт номерів, тому що виглядати трохи втомлені, старі рештки вентиляторів, подекуди пожовклі шпалери"
1653,Люкс с замечаниями. но жить можно.,Местоположение.  Общий дизайн отеля. Мебель в номере.,"В ванной комнате недостаточно средств гигиены - нет шампуня, геля для душа, туалетного мыла (есть только мыльная пена), ватных дисков, палочек с ватой для ушей. Одеяло в спальне слишком тонкое ( погода была прохладная). Матрас неудобный.",8.8,10.0,hotal-atrium.uk.html,Люкс із зауваженнями. але жити можна.,Місцезнаходження. Загальний дизайн готелю. Меблі в номері.,"У ванній кімнаті недостатньо засобів гігієни - немає шампуню, гелю для душу, туалетного мила (є тільки мильна піна), ватних дисків, паличок з ватою для вух. Ковдра в спальні занадто тонке (погода була прохолодна). Матрац незручний."
1654,Расположение собственно на главной площади города.,Расположение собственно на главной площади города. Просторный номер. Хороший завтрак. Очень хорошо за такие деньги.,Ну разве что повреждения обоев в нескольких местах.,10.0,10.0,hotal-atrium.uk.html,Розташування власне на головній площі міста.,Розташування власне на головній площі міста. Просторий номер. Хороший сніданок. Дуже добре за такі гроші.,Ну хіба що пошкодження шпалер в декількох місцях.
1655,Люкс с замечаниями.,"Хороший номер люкс -большая площадь, качественнач мебель. Отличное местоположение. В целом отель хорошо выглядит в плане дизайна, отлично расположен.","Недостаточно теплые одеяла  (учитывая погодные условия), оставляет желать лучшего матрас. В ванной комнате отсутствуют  средства гигиены, шампунь, гель для душа, мыло только жидкое.",8.8,10.0,hotal-atrium.uk.html,Люкс із зауваженнями.,"Хороший номер люкс - велика площа, качественно меблі . Відмінне місце розташування . В цілому готель добре виглядає в плані дизайну, відмінно розташований.","Недостатньо теплі ковдри (з огляду на погодні умови), залишає бажати кращого матрац. У ванній кімнаті відсутні засоби гігієни, шампунь, гель для душу, мило тільки рідке."
1656,в целом хорошее впечатление осталось. буду рекомендовать приятелям,"Расположение-супер! очень тихо в отеле!очень приятные работники ,все время с улыбкой и вниманием","кондиционер не работал,изображение тв совсем как то ..без антенны что ли.",9.2,10.0,hotal-atrium.uk.html,в цілому гарне враження залишилося. буду рекомендувати приятелям,"Розташування-супер! дуже тихо в готелі! дуже приємні працівники, весь час з посмішкою і увагою","кондиціонер не працював, зображення тв зовсім як то ..без антени чи що."
1657,Хотелось бы лучшего(((,"Отель расположен в центре Франковска, это огромный плюс.","Останавливаюсь тут уже не первый раз, но что-то с каждым разом отель становиться только хуже((( В номерах на 4 этаже с вентиляции доносятся даже очень не приятные запахи. Горничные для маскировки видно пользуются очень сильными освежителями( и эта гремучая смесь) пахнет постоянно(((...   Милые владельцы! У вас шикарный отель, не убивайте его! А сделайте все, что бы было так же комфортно, как и раньше.",7.9,10.0,hotal-atrium.uk.html,Хотілося б кращого (((,"Готель розташований в центрі Франківська, це величезний плюс.","Зупиняюся тут вже не перший раз, але щось з кожним разом готель ставати тільки гірше (((В номерах на 4 поверсі з вентиляції доносяться навіть дуже з приємні запахи. Покоївки для маскування видно користуються дуже сильними освіжувачі (і ця гримуча суміш) пахне постійно (((... Милі власники! У вас шикарний готель, не вбивайте його! А зробіть все, що б було так само комфортно, як і раніше."
1658,Отличный отель за разумные деньги,"Останавливаюсь уже  второй раз в этом отеле.  Размещение, это самый центр. Отличный персонал. Есть 2 ресторана. Обменный пункт. Рядом магазин с кулинарией. Хороший завтра, отличный кофе.  Чистые номера, убирают каждый день! Полотенце меняют каждый день.",Не хватило холодильника в номере.,10.0,10.0,hotal-atrium.uk.html,Відмінний готель за розумні гроші,"Зупиняюся вже вдруге в цьому готелі. Розміщення, це самий центр. Відмінний персонал. Є 2 ресторани. Обмінний пункт. Поруч магазин з кулінарією. Хороший завтра, відмінний кави. Чисті номери, прибирають кожен день! Рушник міняють щодня.",Не вистачило холодильника в номері.
