title_ru,pos_text_ru,neg_text_ru,ratingValue,bestRating,hotel,title,pos_text,neg_text
"Красивая ухоженная территория, возможность проката...","Красивая ухоженная территория, возможность проката велосипедов","Завтрак среднего уровня, небольшой выбор, свежих овощей вообще не было В закрытом номере специфический запах присутствует, при проветривании он исчезает",7.9,10.0,zolota-gora.uk.html,"Красива доглянута територія, можливість прокату ...","Красива доглянута територія, можливість прокату велосипедів","Сніданок середнього рівня, невеликий вибір, свіжих овочів взагалі не було У закритому номері специфічний запах присутній, при провітрювання він зникає"
"Понравилось все и чисто и комфортно,тишина свежий воздух...","Понравилось все и чисто и комфортно,тишина свежий воздух,хороший и разнообразный завтрак,очень приветливый персонал ,бассейн чистый,отличное место для отдыха. Скучно не будет,есть чем заняться.",Понравилось все!,10.0,10.0,zolota-gora.uk.html,"Сподобалося все і чисто і комфортно, тиша свіже повітря ...","Сподобалося все і чисто і комфортно, тиша свіже повітря, хороший і різноманітний сніданок, дуже привітний персонал, басейн чистий, відмінне місце для відпочинку. Нудно не буде, є чим зайнятися.",Сподобалось все!
"Прекрасный сосновый лес, чистый воздух. Получил удовольствие от того, что по вечерам прилетают совы.","Завтрак хорош, но только если проживаешь 1-2 дня. Так как ежедневно на завтрак готовится одно и тоже, то со временем устаёшь от однообразия.","Несколько огорчило, что сауны и закрытый бассейн работают только пятница-воскресенье. Хотя и понимаю, что отель несёт значительные расходы на содержание инфраструктуры и при малом заселении это накладно.",9.2,10.0,zolota-gora.uk.html,"Прекрасний сосновий ліс, чисте повітря. Отримав задоволення від того, що вечорами прилітають сови.","Сніданок хороший, але тільки якщо проживаєш 1-2 дня. Так як щодня на сніданок готується одне і теж, то з часом втомлюєшся від одноманітності.","Кілька засмутило, що сауни і закритий басейн працюють тільки п&#39;ятниця-неділя. Хоча й розумію, що готель несе значні витрати на утримання інфраструктури і при малому заселенні це накладно."
В отеле останавливаюсь не первый раз.,"В отеле останавливаюсь не первый раз. Отличное тихое место, охраняемая парковка, хорошая кухня, бассейн с термальной водой(собираются запустить аквапарк), можно заказать баню. Прогуливаясь по территории можно полюбоваться стадом оленей в большом вольере и экзотическими птицами! Утром вас разбудит перекличка петухов! Отключите в телефоне роуминг. Может подключится словацкий оператор.",,9.6,10.0,zolota-gora.uk.html,В готелі зупиняюся не перший раз.,"В готелі зупиняюся не перший раз. Відмінне тихе місце, парковка, хороша кухня, басейн з термальною водою (збираються запустити аквапарк), можна замовити баню. Прогулюючись по території можна помилуватися стадом оленів у великому вольєрі і екзотичними птахами! Вранці вас розбудить перекличка півнів! Вимкніть в телефоні роумінг. Може підключиться словацький оператор.",Nan
Понравиловь все: расположение (тихое спокойное место в тени...,"Понравиловь все: расположение (тихое спокойное место в тени хвойных деревьев), термальные воды,сауна, ресторан,номера..Все отлично и качественно!",не было такого),10.0,10.0,zolota-gora.uk.html,понравилось все: розташування (тихе спокійне місце в тіні ...,"понравилось все: розташування (тихе спокійне місце в тіні хвойних дерев), термальні води, сауна, ресторан, номера .. Все відмінно і якісно!",не було такого)
Отличный отдых,"Отель супер, огромная территория, вольер с оленями, территория зелёная, по утрам птицы поют,  спа зона отличная, персонал старается. Отдельно хочу отметить очень вкусную еду в рестаране",,10.0,10.0,zolota-gora.uk.html,Чудовий відпочинок,"Готель супер, величезна територія, вольєр з оленями, територія зелена, вранці птахи співають, спа зона відмінна, персонал старається . Окремо хочу відзначити дуже смачну їжу в рестораном",Nan
"Очень красивый отельный комплекс в лесу с термо-бассейнами, лошадьми и всего в 2 км от Ужгорода.","Большинство понравилось и даже очень.  И место красивое очень, природа, лавочки, ландшафт, лошадки, овечки... дизайн зданий, мебель. Номера хорошие. Термальные бассейны достаточно интересные и т.д.","Сразу напишу, что я бы 8 из 10 поставил, а может и 9, но улучшать так улучшать (пусть еще лучше будет)! :-) 1. У нас был 2-комнатный номер в Ранчо Золотая  гора. При входе в коридорчике не было ни вешалок, ни шкафа для одежды. Только для обуви шкафчик. Пришлось принести стул со спинкой и на него вешать верхнюю одежду. По-другому только нести все эти куртки, зонты и шапки в спальню в шкаф.  2. Персонал, на мой взгляд, не вовлечен, совершенно не заинтересован, чтобы гости комплекса больше знали о том, что здесь можно поиграть в пинг-понг, бильярд, покататься на лошадях, поиграть в большой теннис, взять напрокат велосипеды и т.д.  Олени, овечки и т.д. Молчат как партизаны. Только любознательность и интернет помогли узнать о том, что здесь есть.  3. Конюшня и лошади показались немного несчастными, а то и голодными. Много пустых стойл. Вроде бы ранчо, а как-то слабо лошадками занимаются.  4. Вода в большом открытом бассейне (на улице) не подогревалась или подогревалась весьма символически, а может и не подогревалась (моржам хорошо)  5. В спа-центре, где сауны постоянно 1 или 2 сауны не работали (разных видов). Системы какой-то или временные рамки не были описаны :-) 6. Спасатели и врачи в бассейне как-то только числятся, а не работают. Если бы кто-то тонул или плохо стало, то искали бы их долго. То сидят и ни на что внимания не обращают, то вообще пропадают из бассейна :-) 7. Спа-центр по расписанию работает до 22:00. Но реально уже после 20:00 переставали подогревать термальные бассейны, где +38 должно быть или больше и закрытый большой бассейн охлаждался. Не комфортно после 20:00 было в начале мая в спа-бассейнах.",7.5,10.0,zolota-gora.uk.html,"Дуже красивий готельний комплекс в лісі з термо- - басейнами, кіньми і всього в 2 км від Ужгорода.","Більшість сподобалося і навіть дуже. І місце гарне дуже, природа, лавочки, ландшафт, конячки, овечки ... дизайн будівель, меблі. Номери хороші. Термальні басейни досить цікаві і т.д.","Відразу напишу, що я б 8 з 10 поставив, а може і 9, але покращувати так покращувати (нехай ще краще буде)!: -) 1 . У нас був 2-кімнатних номер в Ранчо Золота гора . При вході в коридорчику не було ні вішали, ні шафи для одягу . Тільки для взуття шафка . Довелося принести стілець зі спинкою і на нього вішати верхній одяг . По - іншому тільки нести всі ці куртки, парасольки і шапки в спальню в шафу . 2 . Персонал, на мій погляд, не залучений, абсолютно не зацікавлений, щоб гості комплексу більше знали про те, що тут можна пограти в Пінг - Пон, більярд, покататися на конях, пограти у великий теніс, взяти напрокат велосипеди і т . д . Олені, овечки і т . д . Мовчать як партизани . Тільки допитливість і інтернет допомогли дізнатися про те, що тут є . 3 . конюшня і коні здалися трохи нещасними, а то і голодними . Багато порожніх стійло . Начебто ранчо, а якось слабо конячками займаються . 4 . Вода у великому відкритому басейні (на вулиці) не підігрівати або підігрівалася вельми символічно, а може і не підігрівалася (моржами добре) 5 . У спа - центрі, де сауни постійно 1 або 2 сауни не працювали (різних видів). Системи якийсь або тимчасові рамки не були описані: -) 6 . Рятувальники і лікарі в басейні якось тільки числяться, а не працюють . Якби хтось тонув або погано стало, то шукали б їх довго . Те сидять і ні на що уваги не звертають, то взагалі пропадають з басейну: -) 7 . Спа - центр за розкладом працює до 22 : 00 . Але реально вже після 20 : 00 переставали підігрівати термальні басейни, де +38 повинно бути або більше і закритий великий басейн охолоджуватися . Чи не комфортно після 20 : 00 було на початку травня в спа - басейнах."
"Хорошее месторасположение , красивая природа и чистый воздух.","Хорошее месторасположение , красивая природа и чистый воздух. Понравилось обслуживание. В номерах чисто , есть халаты, тапочки и все необходимые душевые принадлежности. Очень понравились термальные бассейны и спа на территории отеля. При температуре на улице в 14 градусов , джакузи с водой 36-38 было просто идеальным. Спасибо за хороший отдых!",,9.2,10.0,zolota-gora.uk.html,"Гарне місце розташування, красива природа і чисте повітря.","Гарне місце розташування, красива природа і чисте повітря. Сподобалося обслуговування. У номерах чисто, є халати, тапочки і всі необхідні душові приналежності. Дуже сподобалися термальні басейни і спа на території готелю. При температурі на вулиці в 14 градусів, джакузі з водою 36-38 було просто ідеальним. Дякую за хороший відпочинок!",Nan
очень понравилось: ,"очень понравилось: персонал, завтрак, кухня в целом,  сотрудники ресторана. приемлемо: месторасположение. не понравилось: отсутствие заявленных развлечений (лошади), бассейны по чистоте далеки от идеала (черная плесень)",,6.7,10.0,zolota-gora.uk.html,дуже сподобалось:,"дуже сподобалося: персонал, сніданок, кухня в цілому, співробітники ресторану. прийнятно: місце розташування. не сподобалося: відсутність заявлених розваг (коні), басейни по чистоті далекі від ідеалу (чорна цвіль)",Nan
"Все отлично было, кроме одного, зимой очень холодные номера.","Все отлично было, кроме одного, зимой очень холодные номера.",Холодный номер! Очень. С ребёнком было бы не комфортно. Температура в ресторане теплее чем в номере.,8.3,10.0,zolota-gora.uk.html,"Все відмінно було, крім одного, взимку дуже холодні номери.","Все відмінно було, крім одного, взимку дуже холодні номери.",Холодний номер! Дуже. З дитиною було б не комфортно. Температура в ресторані тепліше ніж в номері.
Хороший обслуживающий персонал.,"Хороший обслуживающий персонал. Красивая и ухоженная территория, можно приятно провести время на терассе ресторана. Номера соответствуют заявленным фото, достаточно комфортные и чистые. Wi-fi – бесплатный, хорошо работает на всей территории.","Хочется начать с того, что это не отель 4 звезды. Если бы не персонал отеля, то отзыв о нём был бы значительно хуже. 1. Установите, наконец, холодильники в номера. Их отсутствие портит впечатление о летнем отдыхе в Вашем отеле. 2. Предупреждайте на официальных сайтах, что спа-салон с саунами, банями и крытый бассейн в летнее время НЕ работают.  3. Гости отеля-ранчо, будьте готовы делить территорию и свой досуг с тремя отрядами детей в возрасте от 10 до 16 лет, отдыхающими в летнем языковом лагере!) 4. Заявленный второй ресторан на территории отведён для работы с вышеуказанным лагерем. Других клиентов он не обслуживает. 5. В меню основного ресторана хотелось бы большего разнообразия блюд. И побольше овощей и фруктов в летний период.  6. Хотелось бы более гибких ценовых и временных условий при посещении и оплате термальных бассейнов для проживающих в отеле. (Например, оплата пользования бассейнами за 1 час, а не за 2. И наличие скидок для проживающих).",7.5,10.0,zolota-gora.uk.html,Хороший обслуговуючий персонал.,"Хороший обслуговуючий персонал. Красива і доглянута територія, можна приємно провести час на терасі ресторану. Номери відповідають заявленим фото, досить комфортні і чисті. Wi-fi - безкоштовний, добре працює на всій території.","Хочеться почати з того, що це не готель 4 зірки . Якби не персонал готелю, то відгук про нього був би значно гірше . 1 . Встановіть, нарешті, холодильники в номери . Їх відсутність псує враження про літній відпочинок у Вашому готелі . 2 . попереджати на офіційних сайтах, що спа - салон з саунами, лазнями і критий басейн в літню пору НЕ працюють . 3 . Гості готелю - ранчо, будьте готові ділити територію і своє дозвілля з трьома загонами дітей у віці від 10 до 16 років, які відпочивають в літньому мовному таборі!) 4 . Заявлений другий ресторан на території відведено для роботи з вищевказаним табором . Інших клієнтів він не обслуговує . 5 . У меню основного ресторану хотілося б більшого розмаїття страв . І побільше овочів і фруктів в літній період . 6 . Хотілося б більш гнучких цінових і тимчасових умов при відвідуванні та оплаті термальних басейнів для проживаючих в готелі . (Наприклад, оплата користування басейнами за 1 годину, а не за 2 . І наявність знижок для проживаючих)."
"Наличие бассейна, свежий воздух","Наличие бассейна, свежий воздух","Наличие детского лагеря ( шум, гам) , в номере небыли стульев ( не начёс сидеть), санузел неудобный, бассейн не входит в стоимость номера и так по мелочи.",5.4,10.0,zolota-gora.uk.html,"Наявність басейну, свіже повітря","Наявність басейну, свіже повітря","Наявність дитячого табору (шум, гам), в номері не були стільців (НЕ насування сидіти), санвузол незручний, басейн не входить у вартість номера і так по дрібниці."
Уютное место,"Хороший выбор: рядом город, при этом отель в лесу, с термальными бассейнами. Всегда не перегружен отдыхающими. 1 час бассейнов на каждого гостя бесплатно",Нужно поработать над завтраками,7.9,10.0,zolota-gora.uk.html,Затишне місце,"Хороший вибір: поруч місто, при цьому готель в лісі, з термальними басейнами. Завжди не перевантажений відпочиваючими. 1 годину басейнів на кожного гостя безкоштовно",Потрібно попрацювати над сніданками
Лучший термальный бассейн в Ужгороде,"Красивое место, большая зеленая територия, прекрасные термальные бассейны ( 250 гривен за 2 часа), на рецепции выдают карточки, которые в бассейне обменивают на полотенца. В номере современный ремонт, удобные кровати, хороший кондиционер, чисто и тихо (пока под окном нет тусовки 😉). Завтрак понравился, приятно было посидеть на открытой терассе. Приедем еще.","Без машины добираться не очень удобно.В номере небыло ни одного стула ! Пустовало место для холодильника и очень бы хотелось набор кофе/чай. Но это мелкие проблемки. Гораздо серьезней песни под гитару до часу ночи - на територии отеля работает детский языковой летний лагерь. Дети воспитанные и постоянно чем- то заняты , но тусовка прямо под окнами номера - это неправильно.",9.2,10.0,zolota-gora.uk.html,Кращий термальний басейн в Ужгороді,"Красиве місце, велика зелена територія, прекрасні термальні басейни (250 гривень за 2 години), на рецепції видають картки, які в басейні обмінюють на рушники. У номері сучасний ремонт, зручні ліжка, хороший кондиціонер, чисто і тихо (поки під вікном немає тусовки 😉). Сніданок сподобався, приємно було посидіти на відкритій терасі. Приїдемо ще.","Без машини добиратися не надто зручною номері не було жодного стільця! Пустувало місце для холодильника і дуже б хотілося набір кави / чай. Але це дрібні проблемки. Набагато серйозніше пісні під гітару до першої години ночі - на території готелю працює дитячий мовний літній табір. Діти виховані і постійно чимось зайняті, але тусовка прямо під вікнами номера - це неправильно."
"Хороший комплекс со своими термальными бассейнами,...","Хороший комплекс со своими термальными бассейнами, расположенный в сосновом лесу. Уютный и обычно не перегруженный. Рядом Ужгород и граница. Чистые и уютные номера",,7.9,10.0,zolota-gora.uk.html,"Хороший комплекс зі своїми термальними басейнами, ...","Хороший комплекс зі своїми термальними басейнами, розташований в сосновому лісі. Затишний і зазвичай не переобтяжений. Поруч Ужгород і кордон. Чисті і затишні номери",Nan
"Кухня, территория очень красива, милая грустная пони(любит...","Кухня, территория очень красива, милая грустная пони(любит яблочки и обнимашки)","Душ закреплен намертво к стене, сдвинутые кровати, шум строителей в 8:30 утра (болгарка и дрель!)",8.3,10.0,zolota-gora.uk.html,"Кухня, територія дуже красива, мила сумна поні (любить ...","Кухня, територія дуже красива, мила сумна поні (любить яблучка і Обніма )","Душ закріплений намертво до стіни, зсунуті ліжка, шум будівельників в 8:30 ранку (болгарка і дриль!)"
Местоположение  прекрасное.,Местоположение  прекрасное. Шикарные виды. Кровать очень удобная. В номере чисто.,В душевой кабине стационарный (несъемный) душ. Очень неудобно. Уровень ресторанный еды гораздо ниже уровня самого отеля.,7.5,10.0,zolota-gora.uk.html,Місцезнаходження прекрасне.,Місцезнаходження прекрасне. Шикарні види. Ліжко дуже зручна. У номері чисто.,У душовій кабіні стаціонарний (знімний) душ . Дуже незручно . Рівень ресторанний їжі набагато нижче рівня самого готелю.
Непременно вернемся!,"Замечательное место для семейного отдыха! Чистые, просторные и, на удивление,   не заполненные до отказа людьми, термальные бассейны. Однозначно рекомендуем! Непременно вернёмся!",,10.0,10.0,zolota-gora.uk.html,Неодмінно повернемося!,"Чудове місце для сімейного відпочинку! Чисті, просторі і, на диво, не заповнені вщерть людьми, термальні басейни. Однозначно рекомендуємо! Неодмінно повернемося!",Nan
"Душевая кабина вся в чьих то соплях, номер грязный , все...",,"Душевая кабина вся в чьих то соплях, номер грязный , все отваливаеться, ехал с Европы с семьей думал отдохну с дороги , снял люкс за 3150 грн ночь. Никому не советую отель реально на 1! Звезду",2.9,10.0,zolota-gora.uk.html,"душова кабіна вся в чиїх то солях, номер брудний, все ...",Nan,"душова кабіна вся в чиїх то солях, номер брудний, все валиться, їхав з Європи з сім & #39; єю думав відпочину з дороги, зняв люкс за Ціна : 3150 грн ніч . Нікому не раджу готель реально на 1! зірку"
Отель понравился. От купания в  бассейнах с термальной водой получили море удовольствия.,Вкусная ресторанная еда; внимательный обслуживающий персонал; наличие бювета с минеральной водой в отеле; красивейший горный ландшафт.,"В ванной комнате стационарную огромную душевую лейку, с которой вода тоненькими струйками брызжет во все стороны (помыться просто невозможно), необходимо заменить на смеситель со съемным душем. Джакузи на улице необходимо очистить от слизи!",7.5,10.0,zolota-gora.uk.html,Готель сподобався. Від купання в басейнах з термальною водою отримали море задоволення.,Смачна ресторанна їжа; уважний обслуговуючий персонал; наявність бювету з мінеральною водою в готелі; красивий гірський ландшафт.,"У ванній кімнаті стаціонарну величезну душову лійку, з якої вода тоненькими струмочками бризкає в усі боки (помитися просто неможливо), необхідно замінити на змішувач зі знімним душем. Джакузі на вулиці необхідно очистити від слизу!"
"Все, кроме, того, что не понравилось)","Все, кроме, того, что не понравилось)","Кухня, ресторан, отсутствие холодильника, чая и чайника в номере, и москитных сеток",10.0,10.0,zolota-gora.uk.html,"Все, крім, того, що не сподобалося)","Все, крім, того, що не сподобалося)","Кухня, ресторан, відсутність холодильника, чаю та чайника в номері, і москітну сіток"
Спасибо большое.,,Спасибо большое. Прекрасный номер и вкусный и сытный завтрак. Термальные бассейны супер. Вода целебная. До новой встречи,8.8,10.0,zolota-gora.uk.html,Велике спасибі.,Nan,Велике спасибі. Прекрасний номер і смачний і ситний сніданок. Термальні басейни супер. Вода цілюща. До нової зустрічі
Все отлично!,Все отлично!,"Не удобный сан.узел, плохо сходит вода в душе, отсутствует гигиенический душ.",7.9,10.0,zolota-gora.uk.html,Все відмінно!,Все відмінно!,"Чи не зручний санвузол, погано сходить вода в душі, відсутня гігієнічний душ."
"Все замечательно, кроме персонала,особенно на рецепции ","Все замечательно, кроме персонала,особенно на рецепции",,7.9,10.0,zolota-gora.uk.html,"Все чудово, окрім персоналу, особливо на рецепції","Все чудово, окрім персоналу, особливо на рецепції",Nan
"Мы остановились проездом на ночь, хороший ужин, все...","Мы остановились проездом на ночь, хороший ужин, все понравилось","Мы остановились в старом корпусе, чисто, но но в санузле краны надо менять",8.3,10.0,zolota-gora.uk.html,"Ми зупинилися проїздом на ніч, добру вечерю, все ...","Ми зупинилися проїздом на ніч, добру вечерю, все сподобалося","Ми зупинилися в старому корпусі, чисто, але але в санвузлі крани треба міняти"
Бассейн на улице,Бассейн на улице,"Парковка в километре от корпуса
Сауны не работают",5.8,10.0,zolota-gora.uk.html,Басейн на вулиці,Басейн на вулиці,Парковка в кілометрі від корпусу Сауни не працюють
"Отличный СПА отель, два ресторана, внутренние и наружные...","Отличный СПА отель, два ресторана, внутренние и наружные бассейны. Но за СПА нужно отдельно платить.",,9.2,10.0,zolota-gora.uk.html,"Відмінний СПА готель, два ресторани, внутрішні та зовнішні ...","Відмінний СПА готель, два ресторани, внутрішні і зовнішні басейни. Але за СПА потрібно окремо платити.",Nan
Душ,,Душ,6.7,10.0,zolota-gora.uk.html,душ,Nan,душ
Всё на высшем уровне,Телятина в ресторане - шикарная телятина.,Услуги басейна можно было бы продлевать для проживающих,10.0,10.0,zolota-gora.uk.html,Все на вищому рівні,Телятина в ресторані - шикарна телятина.,Послуги басейна можна було б продовжувати для проживаючих
"Симпатичный ремонт, открытые термальные бассейны на улице,...","Симпатичный ремонт, открытые термальные бассейны на улице, ухоженная территория, в целом для Украины очень хорошо",Слабая кухня,7.9,10.0,zolota-gora.uk.html,"Симпатичний ремонт, відкриті термальні басейни на вулиці, ...","Симпатичний ремонт, відкриті термальні басейни на вулиці, доглянута територія, в цілому для України дуже добре",слабка кухня
"Красивая ухоженная территория, близко от Ужгорода , чудесные...","Красивая ухоженная территория, близко от Ужгорода , чудесные животные на территории , отличный термальный бассейн. Очень красивые номера.","По номерам только одно, дети спали на разваливающемся диване . Ужасное обслуживание в ресторане, такое ощущение что ты им что-то должен, невнимательные, куча грязной посуды на столе, напитки пока дождались ... Это при том что ресторан полупустой. Качество и вкус еды на 3 , зато цены завышены. Омлет на завтрак принесли невкусный. Очень советую руководству обратить внимание на персонал ресторана, они реально портят все впечатление.  И ещё , во всем отеле можно пить только воду моршинскую в стекле за 30 гр )))  и все.",6.3,10.0,zolota-gora.uk.html,"Красива доглянута територія, близько від Ужгорода, чудові ...","Красива доглянута територія, близько від Ужгорода, чудові тварини на території, відмінний термальний басейн. Дуже гарні номери.","За номерами тільки одне, діти спали на розвалено дивані . Жахливе обслуговування в ресторані, таке відчуття що ти їм щось винен, неуважні, купа брудного посуду на столі, напої поки дочекалися...Це при тому що ресторан напівпорожній . Якість і смак їжі на 3, зате ціни завищені . Омлет на сніданок принесли несмачний . Дуже раджу керівництву звернути увагу на персонал ресторану, вони реально псують все враження . І ще, у всьому готелі можна пити тільки воду Моршинську в склі за 30 гр) )) і все."
Тихое место для отдыха души и тела с удобным размещением:...,"Тихое место для отдыха души и тела с удобным размещением: недалеко от Ужгорода, но достаточно удалено для того, чтобы уединиться и отдохнуть от суеты. Большой термальный бассейн, конюшня - досуг разнообразить есть как. Вкусная кухня, большие сытные завтраки, хороший выбор блюд.","Чистота на 4 с минусом: въехали в номер с плесенью, чужими волосами в душевой кабине и пылью. В ресторане как за завтраком, так и в течении дня, крошки на скатертях. Wi-fi то и дело вылетал, но не критично",9.6,10.0,zolota-gora.uk.html,Тихе місце для відпочинку душі і тіла зі зручним розміщенням: ...,"Тихе місце для відпочинку душі і тіла зі зручним розміщенням: недалеко від Ужгорода, але досить видалено для того, щоб усамітнитися і відпочити від суєти. Великий термальний басейн, стайня - дозвілля урізноманітнити є як. Смачна кухня, великі ситні сніданки, хороший вибір страв.","Чистота на 4 з мінусом: в & #39; їхали в номер з цвіллю, чужими волоссям в душовій кабіні і пилом . У ресторані як за сніданком, так і в перебігу дня, крихти на скатертина . Wi - fi раз у раз вилітав, але не критично"
"Отличное место, специально планируем поездки за границу, что...","Отличное место, специально планируем поездки за границу, что бы останавливаться в Золотой горе. А теперь ещё и шикарный термальный комплекс. Ресторан всегда был на уровне.",В сезон в спа может быть многолюдно,10.0,10.0,zolota-gora.uk.html,"Відмінне місце, спеціально плануємо поїздки за кордон, що ...","Відмінне місце, спеціально плануємо поїздки за кордон, що б зупинятися в Золотій горі. А тепер ще й шикарний термальний комплекс. Ресторан завжди був на рівні.",У сезон в спа може бути багатолюдно
Шикарная местность.,"Шикарная местность. Отдыхаешь от быта. Красивейший парк, Олени, павлины... Супер. Забыла подушку-через неделю без проблем забрала. Молодцы. Держат марку.",Завтрак можно улучшить.,9.6,10.0,zolota-gora.uk.html,Шикарна місцевість.,"Шикарна місцевість. Відпочиваєш від побуту. Красивий парк, Олені, павичі ... Супер. Забула подушку-через тиждень без проблем забрала. Молодці. Тримають марку.",Сніданок можна поліпшити.
Номер хороший.,"Номер хороший. Большой, светлый, чистый. Немного ""уставшая"" сантехника и мебель. Но все рабочее.","Завтрак более чем скудный. С карты сняли больше денег, чем сказали голосом при поселении. Пока не выяснил причину (т.к. уехал утром заграницу). По приезду - буду выяснять.  Вроде все более-менее по обстановке, но больше сюда не вернусь. Как-то не приглянулось. Но это чисто субъективно.",7.1,10.0,zolota-gora.uk.html,Номер хороший.,"Номер хороший . Великий, світлий, чистий . Трохи & quota; втомлена & quota; сантехніка і меблі . Але все робоче.","Сніданок більш ніж убогий. З карти зняли більше грошей, ніж сказали голосом при поселенні. Ще не з&#39;ясував причину (тому що поїхав вранці закордон). По приїзду - буду з&#39;ясовувати. Начебто все більш-менш по обстановці, але більше сюди не повернуся. Якось не сподобалося. Але це чисто суб&#39;єктивно."
"Месторасположение отеля в зеленой зоне,можно отлично...","Месторасположение отеля в зеленой зоне,можно отлично погулять и подышать свежим воздухом на территории отеля.Есть детская площадка, конный клуб, проводятся международные спортивные соревнования по гандболу, термальный бассейн .","Маленькая кровать с деревянным основанием в ногах,человек с ростом 183 см может биться ночью ногами об эту деревяшку,соответственно плохо спать.Так же в нашем номере жудко воняло канализацией при чём не в туалете,а возле кровати.",6.7,10.0,zolota-gora.uk.html,"Місце розташування готелю в зеленій зоні, можна відмінно ...","Місце розташування готелю в зеленій зоні, можна відмінно погуляти і подихати свіжим повітрям на території отеля.Есть дитячий майданчик, кінний клуб, проводяться міжнародні спортивні змагання з гандболу, термальний басейн.","Маленька ліжко з дерев & #39; яним підставою в ногах, людина з ростом 183 см може битися вночі ногами про цю деревину, відповідно погано спать . Так же в нашому номері Дудко смерділо каналізацією при чому не в туалеті, а біля ліжка."
